U_10,fhs_s,fhs_ns,h_ns,fmc,DF,wrf,ROS
20.0,1.0,2.0,10.0,30.0,9.0,3.0,6.090806428782686
20.0,1.0,2.0,10.0,30.0,9.0,4.0,4.74244872760744
20.0,1.0,2.0,10.0,30.0,9.0,5.0,3.887971814649616
20.0,1.0,2.0,10.0,30.0,9.0,6.0,3.2894097241493214
20.0,1.0,2.0,15.0,0.0,1.0,2.0,82.89995919722163
20.0,1.0,2.0,15.0,0.0,1.0,3.0,78.07251977537194
20.0,1.0,2.0,15.0,0.0,1.0,4.0,75.49335283636887
20.0,1.0,2.0,15.0,0.0,1.0,5.0,73.85889144521033
20.0,1.0,2.0,15.0,0.0,1.0,6.0,72.71394930306708
20.0,1.0,2.0,15.0,0.0,3.0,2.0,145.38096894500492
20.0,1.0,2.0,15.0,0.0,3.0,3.0,118.38973730077603
20.0,1.0,2.0,15.0,0.0,3.0,4.0,103.96907114291983
20.0,1.0,2.0,15.0,0.0,3.0,5.0,94.83045288856474
20.0,1.0,2.0,15.0,0.0,3.0,6.0,88.42883996765377
20.0,1.0,2.0,15.0,0.0,5.0,2.0,238.68477166591782
20.0,1.0,2.0,15.0,0.0,5.0,3.0,178.5960259864338
20.0,1.0,2.0,15.0,0.0,5.0,4.0,146.49227641658263
20.0,1.0,2.0,15.0,0.0,5.0,5.0,126.14759132084919
20.0,1.0,2.0,15.0,0.0,5.0,6.0,111.89611529287897
20.0,1.0,2.0,15.0,0.0,7.0,2.0,356.2607346818251
20.0,1.0,2.0,15.0,0.0,7.0,3.0,254.46444898098028
20.0,1.0,2.0,15.0,0.0,7.0,4.0,200.07751801202937
20.0,1.0,2.0,15.0,0.0,7.0,5.0,165.61160674894728
20.0,1.0,2.0,15.0,0.0,7.0,6.0,141.46819505018513
20.0,1.0,2.0,15.0,0.0,9.0,2.0,494.72546819126694
20.0,1.0,2.0,15.0,0.0,9.0,3.0,343.8118011289716
20.0,1.0,2.0,15.0,0.0,9.0,4.0,263.18281612937284
20.0,1.0,2.0,15.0,0.0,9.0,5.0,212.0868746463899
20.0,1.0,2.0,15.0,0.0,9.0,6.0,176.29410706386236
20.0,1.0,2.0,15.0,10.0,1.0,2.0,21.068518788514265
20.0,1.0,2.0,15.0,10.0,1.0,3.0,19.841654515665944
20.0,1.0,2.0,15.0,10.0,1.0,4.0,19.186174975756565
20.0,1.0,2.0,15.0,10.0,1.0,5.0,18.770786586399208
20.0,1.0,2.0,15.0,10.0,1.0,6.0,18.479806527215832
20.0,1.0,2.0,15.0,10.0,3.0,2.0,36.94768616741248
20.0,1.0,2.0,15.0,10.0,3.0,3.0,30.08802934093921
20.0,1.0,2.0,15.0,10.0,3.0,4.0,26.423105029373712
20.0,1.0,2.0,15.0,10.0,3.0,5.0,24.100580962324564
20.0,1.0,2.0,15.0,10.0,3.0,6.0,22.473650100028934
20.0,1.0,2.0,15.0,10.0,5.0,2.0,60.660278304988154
20.0,1.0,2.0,15.0,10.0,5.0,3.0,45.389090241859485
20.0,1.0,2.0,15.0,10.0,5.0,4.0,37.230118180304665
20.0,1.0,2.0,15.0,10.0,5.0,5.0,32.05964060303426
20.0,1.0,2.0,15.0,10.0,5.0,6.0,28.43771493060987
20.0,1.0,2.0,15.0,10.0,7.0,2.0,90.54149187694034
20.0,1.0,2.0,15.0,10.0,7.0,3.0,64.67058700970254
20.0,1.0,2.0,15.0,10.0,7.0,4.0,50.848480363751705
20.0,1.0,2.0,15.0,10.0,7.0,5.0,42.089179321371375
20.0,1.0,2.0,15.0,10.0,7.0,6.0,35.95327855712524
20.0,1.0,2.0,15.0,10.0,9.0,2.0,125.73145901009747
20.0,1.0,2.0,15.0,10.0,9.0,3.0,87.37767137575908
20.0,1.0,2.0,15.0,10.0,9.0,4.0,66.88630682247214
20.0,1.0,2.0,15.0,10.0,9.0,5.0,53.900585073321615
20.0,1.0,2.0,15.0,10.0,9.0,6.0,44.80407159360594
20.0,1.0,2.0,15.0,20.0,1.0,2.0,7.474706773331794
20.0,1.0,2.0,15.0,20.0,1.0,3.0,7.039438837210081
20.0,1.0,2.0,15.0,20.0,1.0,4.0,6.806887256060861
20.0,1.0,2.0,15.0,20.0,1.0,5.0,6.65951541475299
20.0,1.0,2.0,15.0,20.0,1.0,6.0,6.556281265209066
20.0,1.0,2.0,15.0,20.0,3.0,2.0,13.10833109943421
20.0,1.0,2.0,15.0,20.0,3.0,3.0,10.674656294942308
20.0,1.0,2.0,15.0,20.0,3.0,4.0,9.374411372630005
20.0,1.0,2.0,15.0,20.0,3.0,5.0,8.55042433540827
20.0,1.0,2.0,15.0,20.0,3.0,6.0,7.973220439006529
20.0,1.0,2.0,15.0,20.0,5.0,2.0,21.521104434056006
20.0,1.0,2.0,15.0,20.0,5.0,3.0,16.103179519727412
20.0,1.0,2.0,15.0,20.0,5.0,4.0,13.208532565942708
20.0,1.0,2.0,15.0,20.0,5.0,5.0,11.374146192789006
20.0,1.0,2.0,15.0,20.0,5.0,6.0,10.0891563637492
20.0,1.0,2.0,15.0,20.0,7.0,2.0,32.122386456948306
20.0,1.0,2.0,15.0,20.0,7.0,3.0,22.943885121164477
20.0,1.0,2.0,15.0,20.0,7.0,4.0,18.04006652787414
20.0,1.0,2.0,15.0,20.0,7.0,5.0,14.932434354566068
20.0,1.0,2.0,15.0,20.0,7.0,6.0,12.755534333098701
20.0,1.0,2.0,15.0,20.0,9.0,2.0,44.607112522595074
20.0,1.0,2.0,15.0,20.0,9.0,3.0,30.999923564935322
20.0,1.0,2.0,15.0,20.0,9.0,4.0,23.729980055438794
20.0,1.0,2.0,15.0,20.0,9.0,5.0,19.1228947976041
20.0,1.0,2.0,15.0,20.0,9.0,6.0,15.895626112840068
20.0,1.0,2.0,15.0,30.0,1.0,2.0,1.794601141161794
20.0,1.0,2.0,15.0,30.0,1.0,3.0,1.6900977327254816
20.0,1.0,2.0,15.0,30.0,1.0,4.0,1.6342644611918953
20.0,1.0,2.0,15.0,30.0,1.0,5.0,1.598881979630236
20.0,1.0,2.0,15.0,30.0,1.0,6.0,1.574096509350736
20.0,1.0,2.0,15.0,30.0,3.0,2.0,3.147177095120418
20.0,1.0,2.0,15.0,30.0,3.0,3.0,2.562876504635702
20.0,1.0,2.0,15.0,30.0,3.0,4.0,2.250700911380773
20.0,1.0,2.0,15.0,30.0,3.0,5.0,2.052869996785374
20.0,1.0,2.0,15.0,30.0,3.0,6.0,1.9142892065848411
20.0,1.0,2.0,15.0,30.0,5.0,2.0,5.166998485373853
20.0,1.0,2.0,15.0,30.0,5.0,3.0,3.8662097683270904
20.0,1.0,2.0,15.0,30.0,5.0,4.0,3.1712344490200786
20.0,1.0,2.0,15.0,30.0,5.0,5.0,2.7308169211595317
20.0,1.0,2.0,15.0,30.0,5.0,6.0,2.4223039207828982
20.0,1.0,2.0,15.0,30.0,7.0,2.0,7.712258572891674
20.0,1.0,2.0,15.0,30.0,7.0,3.0,5.508593670594704
20.0,1.0,2.0,15.0,30.0,7.0,4.0,4.331236657077161
20.0,1.0,2.0,15.0,30.0,7.0,5.0,3.5851257508370384
20.0,1.0,2.0,15.0,30.0,7.0,6.0,3.0624741765092467
20.0,1.0,2.0,15.0,30.0,9.0,2.0,10.709714436235886
20.0,1.0,2.0,15.0,30.0,9.0,3.0,7.442766638558526
20.0,1.0,2.0,15.0,30.0,9.0,4.0,5.697327076317504
20.0,1.0,2.0,15.0,30.0,9.0,5.0,4.591212721352048
20.0,1.0,2.0,15.0,30.0,9.0,6.0,3.8163783044118818
20.0,1.0,2.0,20.0,0.0,1.0,2.0,85.6350703851267
20.0,1.0,2.0,20.0,0.0,1.0,3.0,79.8374091899968
20.0,1.0,2.0,20.0,0.0,1.0,4.0,76.73987967769675
20.0,1.0,2.0,20.0,0.0,1.0,5.0,74.77692322099469
20.0,1.0,2.0,20.0,0.0,1.0,6.0,73.40186989601078
20.0,1.0,2.0,20.0,0.0,3.0,2.0,160.67355227838237
20.0,1.0,2.0,20.0,0.0,3.0,3.0,128.25760613429824
20.0,1.0,2.0,20.0,0.0,3.0,4.0,110.93866553549704
20.0,1.0,2.0,20.0,0.0,3.0,5.0,99.9633621084725
20.0,1.0,2.0,20.0,0.0,3.0,6.0,92.27514904673572
20.0,1.0,2.0,20.0,0.0,5.0,2.0,272.7296112202518
20.0,1.0,2.0,20.0,0.0,5.0,3.0,200.56419211355464
20.0,1.0,2.0,20.0,0.0,5.0,4.0,162.0082110158203
20.0,1.0,2.0,20.0,0.0,5.0,5.0,137.57463847365528
20.0,1.0,2.0,20.0,0.0,5.0,6.0,120.45889194212695
20.0,1.0,2.0,20.0,0.0,7.0,2.0,413.93606430841226
20.0,1.0,2.0,20.0,0.0,7.0,3.0,291.68069788270344
20.0,1.0,2.0,20.0,0.0,7.0,4.0,226.3630477484055
20.0,1.0,2.0,20.0,0.0,7.0,5.0,184.97015623321843
20.0,1.0,2.0,20.0,0.0,7.0,6.0,155.97438665599492
20.0,1.0,2.0,20.0,0.0,9.0,2.0,580.2295259577153
20.0,1.0,2.0,20.0,0.0,9.0,3.0,398.9851363581916
20.0,1.0,2.0,20.0,0.0,9.0,4.0,302.1512878754752
20.0,1.0,2.0,20.0,0.0,9.0,5.0,240.78605233803745
20.0,1.0,2.0,20.0,0.0,9.0,6.0,197.79963209622483
20.0,1.0,2.0,20.0,10.0,1.0,2.0,21.763630607736783
20.0,1.0,2.0,20.0,10.0,1.0,3.0,20.290190391337642
20.0,1.0,2.0,20.0,10.0,1.0,4.0,19.50297216638515
20.0,1.0,2.0,20.0,10.0,1.0,5.0,19.004098760540952
20.0,1.0,2.0,20.0,10.0,1.0,6.0,18.654637348337946
20.0,1.0,2.0,20.0,10.0,3.0,2.0,40.83420290884631
20.0,1.0,2.0,20.0,10.0,3.0,3.0,32.59588799292061
20.0,1.0,2.0,20.0,10.0,3.0,4.0,28.194384916966925
20.0,1.0,2.0,20.0,10.0,3.0,5.0,25.405078520424556
20.0,1.0,2.0,20.0,10.0,3.0,6.0,23.45116608295341
20.0,1.0,2.0,20.0,10.0,5.0,2.0,69.31256654189814
20.0,1.0,2.0,20.0,10.0,5.0,3.0,50.97216561705171
20.0,1.0,2.0,20.0,10.0,5.0,4.0,41.173398283105406
20.0,1.0,2.0,20.0,10.0,5.0,5.0,34.96375491102058
20.0,1.0,2.0,20.0,10.0,5.0,6.0,30.613892367408642
20.0,1.0,2.0,20.0,10.0,7.0,2.0,105.19932497647977
20.0,1.0,2.0,20.0,10.0,7.0,3.0,74.12886958085073
20.0,1.0,2.0,20.0,10.0,7.0,4.0,57.52878735641729
20.0,1.0,2.0,20.0,10.0,7.0,5.0,47.009036550220515
20.0,1.0,2.0,20.0,10.0,7.0,6.0,39.6399386394264
20.0,1.0,2.0,20.0,10.0,9.0,2.0,147.46179356021386
20.0,1.0,2.0,20.0,10.0,9.0,3.0,101.39963786595219
20.0,1.0,2.0,20.0,10.0,9.0,4.0,76.78990613775335
20.0,1.0,2.0,20.0,10.0,9.0,5.0,61.19430596614987
20.0,1.0,2.0,20.0,10.0,9.0,6.0,50.269569557522644
20.0,1.0,2.0,20.0,20.0,1.0,2.0,7.721319127789197
20.0,1.0,2.0,20.0,20.0,1.0,3.0,7.198570771524955
20.0,1.0,2.0,20.0,20.0,1.0,4.0,6.919280829160782
20.0,1.0,2.0,20.0,20.0,1.0,5.0,6.7422901036556
20.0,1.0,2.0,20.0,20.0,1.0,6.0,6.6183078906185875
20.0,1.0,2.0,20.0,20.0,3.0,2.0,14.487192769942347
20.0,1.0,2.0,20.0,20.0,3.0,3.0,11.564396491711308
20.0,1.0,2.0,20.0,20.0,3.0,4.0,10.002827537342885
20.0,1.0,2.0,20.0,20.0,3.0,5.0,9.013235073609785
20.0,1.0,2.0,20.0,20.0,3.0,6.0,8.320024379613354
20.0,1.0,2.0,20.0,20.0,5.0,2.0,24.590770514450202
20.0,1.0,2.0,20.0,20.0,5.0,3.0,18.08394768581804
20.0,1.0,2.0,20.0,20.0,5.0,4.0,14.607532789423901
20.0,1.0,2.0,20.0,20.0,5.0,5.0,12.404470303673781
20.0,1.0,2.0,20.0,20.0,5.0,6.0,10.861222420698555
20.0,1.0,2.0,20.0,20.0,7.0,2.0,37.322704782659166
20.0,1.0,2.0,20.0,20.0,7.0,3.0,26.299502547729332
20.0,1.0,2.0,20.0,20.0,7.0,4.0,20.410111447844255
20.0,1.0,2.0,20.0,20.0,7.0,5.0,16.677905430223845
20.0,1.0,2.0,20.0,20.0,7.0,6.0,14.063490690390001
20.0,1.0,2.0,20.0,20.0,9.0,2.0,52.31661884712465
20.0,1.0,2.0,20.0,20.0,9.0,3.0,35.974648601458355
20.0,1.0,2.0,20.0,20.0,9.0,4.0,27.243587330130214
20.0,1.0,2.0,20.0,20.0,9.0,5.0,21.71056721575892
20.0,1.0,2.0,20.0,20.0,9.0,6.0,17.834680066305026
20.0,1.0,2.0,20.0,30.0,1.0,2.0,1.8538102614864673
20.0,1.0,2.0,20.0,30.0,1.0,3.0,1.7283036931165487
20.0,1.0,2.0,20.0,30.0,1.0,4.0,1.6612490159926268
20.0,1.0,2.0,20.0,30.0,1.0,5.0,1.6187553413109812
20.0,1.0,2.0,20.0,30.0,1.0,6.0,1.5889884718206866
20.0,1.0,2.0,20.0,30.0,3.0,2.0,3.4782277707438
20.0,1.0,2.0,20.0,30.0,3.0,3.0,2.776494084679907
20.0,1.0,2.0,20.0,30.0,3.0,4.0,2.4015772468033014
20.0,1.0,2.0,20.0,30.0,3.0,5.0,2.163986152121613
20.0,1.0,2.0,20.0,30.0,3.0,6.0,1.9975533086353616
20.0,1.0,2.0,20.0,30.0,5.0,2.0,5.903994118502289
20.0,1.0,2.0,20.0,30.0,5.0,3.0,4.341772077195926
20.0,1.0,2.0,20.0,30.0,5.0,4.0,3.5071201865720085
20.0,1.0,2.0,20.0,30.0,5.0,5.0,2.9781872704228967
20.0,1.0,2.0,20.0,30.0,5.0,6.0,2.607669135616068
20.0,1.0,2.0,20.0,30.0,7.0,2.0,8.960802159246354
20.0,1.0,2.0,20.0,30.0,7.0,3.0,6.314243316210358
20.0,1.0,2.0,20.0,30.0,7.0,4.0,4.900260358870779
20.0,1.0,2.0,20.0,30.0,7.0,5.0,4.004195619292105
20.0,1.0,2.0,20.0,30.0,7.0,6.0,3.3765012069419758
20.0,1.0,2.0,20.0,30.0,9.0,2.0,12.560688563696914
20.0,1.0,2.0,20.0,30.0,9.0,3.0,8.637147568572045
20.0,1.0,2.0,20.0,30.0,9.0,4.0,6.540908479035856
20.0,1.0,2.0,20.0,30.0,9.0,5.0,5.212486574012303
20.0,1.0,2.0,20.0,30.0,9.0,6.0,4.281925454713189
20.0,1.0,2.0,25.0,0.0,1.0,2.0,85.6350703851267
20.0,1.0,2.0,25.0,0.0,1.0,3.0,79.8374091899968
20.0,1.0,2.0,25.0,0.0,1.0,4.0,76.73987967769675
20.0,1.0,2.0,25.0,0.0,1.0,5.0,74.77692322099469
20.0,1.0,2.0,25.0,0.0,1.0,6.0,73.40186989601078
20.0,1.0,2.0,25.0,0.0,3.0,2.0,160.67355227838237
20.0,1.0,2.0,25.0,0.0,3.0,3.0,128.25760613429824
20.0,1.0,2.0,25.0,0.0,3.0,4.0,110.93866553549704
20.0,1.0,2.0,25.0,0.0,3.0,5.0,99.9633621084725
20.0,1.0,2.0,25.0,0.0,3.0,6.0,92.27514904673572
20.0,1.0,2.0,25.0,0.0,5.0,2.0,272.7296112202518
20.0,1.0,2.0,25.0,0.0,5.0,3.0,200.56419211355464
20.0,1.0,2.0,25.0,0.0,5.0,4.0,162.0082110158203
20.0,1.0,2.0,25.0,0.0,5.0,5.0,137.57463847365528
20.0,1.0,2.0,25.0,0.0,5.0,6.0,120.45889194212695
20.0,1.0,2.0,25.0,0.0,7.0,2.0,413.93606430841226
20.0,1.0,2.0,25.0,0.0,7.0,3.0,291.68069788270344
20.0,1.0,2.0,25.0,0.0,7.0,4.0,226.3630477484055
20.0,1.0,2.0,25.0,0.0,7.0,5.0,184.97015623321843
20.0,1.0,2.0,25.0,0.0,7.0,6.0,155.97438665599492
20.0,1.0,2.0,25.0,0.0,9.0,2.0,580.2295259577153
20.0,1.0,2.0,25.0,0.0,9.0,3.0,398.9851363581916
20.0,1.0,2.0,25.0,0.0,9.0,4.0,302.1512878754752
20.0,1.0,2.0,25.0,0.0,9.0,5.0,240.78605233803745
20.0,1.0,2.0,25.0,0.0,9.0,6.0,197.79963209622483
20.0,1.0,2.0,25.0,10.0,1.0,2.0,21.763630607736783
20.0,1.0,2.0,25.0,10.0,1.0,3.0,20.290190391337642
20.0,1.0,2.0,25.0,10.0,1.0,4.0,19.50297216638515
20.0,1.0,2.0,25.0,10.0,1.0,5.0,19.004098760540952
20.0,1.0,2.0,25.0,10.0,1.0,6.0,18.654637348337946
20.0,1.0,2.0,25.0,10.0,3.0,2.0,40.83420290884631
20.0,1.0,2.0,25.0,10.0,3.0,3.0,32.59588799292061
20.0,1.0,2.0,25.0,10.0,3.0,4.0,28.194384916966925
20.0,1.0,2.0,25.0,10.0,3.0,5.0,25.405078520424556
20.0,1.0,2.0,25.0,10.0,3.0,6.0,23.45116608295341
20.0,1.0,2.0,25.0,10.0,5.0,2.0,69.31256654189814
20.0,1.0,2.0,25.0,10.0,5.0,3.0,50.97216561705171
20.0,1.0,2.0,25.0,10.0,5.0,4.0,41.173398283105406
20.0,1.0,2.0,25.0,10.0,5.0,5.0,34.96375491102058
20.0,1.0,2.0,25.0,10.0,5.0,6.0,30.613892367408642
20.0,1.0,2.0,25.0,10.0,7.0,2.0,105.19932497647977
20.0,1.0,2.0,25.0,10.0,7.0,3.0,74.12886958085073
20.0,1.0,2.0,25.0,10.0,7.0,4.0,57.52878735641729
20.0,1.0,2.0,25.0,10.0,7.0,5.0,47.009036550220515
20.0,1.0,2.0,25.0,10.0,7.0,6.0,39.6399386394264
20.0,1.0,2.0,25.0,10.0,9.0,2.0,147.46179356021386
20.0,1.0,2.0,25.0,10.0,9.0,3.0,101.39963786595219
20.0,1.0,2.0,25.0,10.0,9.0,4.0,76.78990613775335
20.0,1.0,2.0,25.0,10.0,9.0,5.0,61.19430596614987
20.0,1.0,2.0,25.0,10.0,9.0,6.0,50.269569557522644
20.0,1.0,2.0,25.0,20.0,1.0,2.0,7.721319127789197
20.0,1.0,2.0,25.0,20.0,1.0,3.0,7.198570771524955
20.0,1.0,2.0,25.0,20.0,1.0,4.0,6.919280829160782
20.0,1.0,2.0,25.0,20.0,1.0,5.0,6.7422901036556
20.0,1.0,2.0,25.0,20.0,1.0,6.0,6.6183078906185875
20.0,1.0,2.0,25.0,20.0,3.0,2.0,14.487192769942347
20.0,1.0,2.0,25.0,20.0,3.0,3.0,11.564396491711308
20.0,1.0,2.0,25.0,20.0,3.0,4.0,10.002827537342885
20.0,1.0,2.0,25.0,20.0,3.0,5.0,9.013235073609785
20.0,1.0,2.0,25.0,20.0,3.0,6.0,8.320024379613354
20.0,1.0,2.0,25.0,20.0,5.0,2.0,24.590770514450202
20.0,1.0,2.0,25.0,20.0,5.0,3.0,18.08394768581804
20.0,1.0,2.0,25.0,20.0,5.0,4.0,14.607532789423901
20.0,1.0,2.0,25.0,20.0,5.0,5.0,12.404470303673781
20.0,1.0,2.0,25.0,20.0,5.0,6.0,10.861222420698555
20.0,1.0,2.0,25.0,20.0,7.0,2.0,37.322704782659166
20.0,1.0,2.0,25.0,20.0,7.0,3.0,26.299502547729332
20.0,1.0,2.0,25.0,20.0,7.0,4.0,20.410111447844255
20.0,1.0,2.0,25.0,20.0,7.0,5.0,16.677905430223845
20.0,1.0,2.0,25.0,20.0,7.0,6.0,14.063490690390001
20.0,1.0,2.0,25.0,20.0,9.0,2.0,52.31661884712465
20.0,1.0,2.0,25.0,20.0,9.0,3.0,35.974648601458355
20.0,1.0,2.0,25.0,20.0,9.0,4.0,27.243587330130214
20.0,1.0,2.0,25.0,20.0,9.0,5.0,21.71056721575892
20.0,1.0,2.0,25.0,20.0,9.0,6.0,17.834680066305026
20.0,1.0,2.0,25.0,30.0,1.0,2.0,1.8538102614864673
20.0,1.0,2.0,25.0,30.0,1.0,3.0,1.7283036931165487
20.0,1.0,2.0,25.0,30.0,1.0,4.0,1.6612490159926268
20.0,1.0,2.0,25.0,30.0,1.0,5.0,1.6187553413109812
20.0,1.0,2.0,25.0,30.0,1.0,6.0,1.5889884718206866
20.0,1.0,2.0,25.0,30.0,3.0,2.0,3.4782277707438
20.0,1.0,2.0,25.0,30.0,3.0,3.0,2.776494084679907
20.0,1.0,2.0,25.0,30.0,3.0,4.0,2.4015772468033014
20.0,1.0,2.0,25.0,30.0,3.0,5.0,2.163986152121613
20.0,1.0,2.0,25.0,30.0,3.0,6.0,1.9975533086353616
20.0,1.0,2.0,25.0,30.0,5.0,2.0,5.903994118502289
20.0,1.0,2.0,25.0,30.0,5.0,3.0,4.341772077195926
20.0,1.0,2.0,25.0,30.0,5.0,4.0,3.5071201865720085
20.0,1.0,2.0,25.0,30.0,5.0,5.0,2.9781872704228967
20.0,1.0,2.0,25.0,30.0,5.0,6.0,2.607669135616068
20.0,1.0,2.0,25.0,30.0,7.0,2.0,8.960802159246354
20.0,1.0,2.0,25.0,30.0,7.0,3.0,6.314243316210358
20.0,1.0,2.0,25.0,30.0,7.0,4.0,4.900260358870779
20.0,1.0,2.0,25.0,30.0,7.0,5.0,4.004195619292105
20.0,1.0,2.0,25.0,30.0,7.0,6.0,3.3765012069419758
20.0,1.0,2.0,25.0,30.0,9.0,2.0,12.560688563696914
20.0,1.0,2.0,25.0,30.0,9.0,3.0,8.637147568572045
20.0,1.0,2.0,25.0,30.0,9.0,4.0,6.540908479035856
20.0,1.0,2.0,25.0,30.0,9.0,5.0,5.212486574012303
20.0,1.0,2.0,25.0,30.0,9.0,6.0,4.281925454713189
20.0,1.0,3.0,5.0,0.0,1.0,2.0,78.04469672691756
20.0,1.0,3.0,5.0,0.0,1.0,3.0,74.93955707281056
20.0,1.0,3.0,5.0,0.0,1.0,4.0,73.28056711208484
20.0,1.0,3.0,5.0,0.0,1.0,5.0,72.22923732101131
20.0,1.0,3.0,5.0,0.0,1.0,6.0,71.49277955602396
20.0,1.0,3.0,5.0,0.0,3.0,2.0,118.23417277054462
20.0,1.0,3.0,5.0,0.0,3.0,3.0,100.87268226434787
20.0,1.0,3.0,5.0,0.0,3.0,4.0,91.59691960584078
20.0,1.0,3.0,5.0,0.0,3.0,5.0,85.71871307736377
20.0,1.0,3.0,5.0,0.0,3.0,6.0,81.60102243561398
20.0,1.0,3.0,5.0,0.0,5.0,2.0,178.24970323921582
20.0,1.0,3.0,5.0,0.0,5.0,3.0,139.59899617277154
20.0,1.0,3.0,5.0,0.0,5.0,4.0,118.94899580535736
20.0,1.0,3.0,5.0,0.0,5.0,5.0,105.8627438774406
20.0,1.0,3.0,5.0,0.0,5.0,6.0,96.69580888832171
20.0,1.0,3.0,5.0,0.0,7.0,2.0,253.87774395124725
20.0,1.0,3.0,5.0,0.0,7.0,3.0,188.39961864535033
20.0,1.0,3.0,5.0,0.0,7.0,4.0,153.41647307701874
20.0,1.0,3.0,5.0,0.0,7.0,5.0,131.2470663945578
20.0,1.0,3.0,5.0,0.0,7.0,6.0,115.71737073189686
20.0,1.0,3.0,5.0,0.0,9.0,2.0,342.94200704059887
20.0,1.0,3.0,5.0,0.0,9.0,3.0,245.87025305424132
20.0,1.0,3.0,5.0,0.0,9.0,4.0,194.00750829156885
20.0,1.0,3.0,5.0,0.0,9.0,5.0,161.1412162062402
20.0,1.0,3.0,5.0,0.0,9.0,6.0,138.11833963782593
20.0,1.0,3.0,5.0,10.0,1.0,2.0,19.834583457672778
20.0,1.0,3.0,5.0,10.0,1.0,3.0,19.045431161615838
20.0,1.0,3.0,5.0,10.0,1.0,4.0,18.623808985972136
20.0,1.0,3.0,5.0,10.0,1.0,5.0,18.35661993460648
20.0,1.0,3.0,5.0,10.0,1.0,6.0,18.169453687375043
20.0,1.0,3.0,5.0,10.0,3.0,2.0,30.048493564809217
20.0,1.0,3.0,5.0,10.0,3.0,3.0,25.63617668952326
20.0,1.0,3.0,5.0,10.0,3.0,4.0,23.278798208990725
20.0,1.0,3.0,5.0,10.0,3.0,5.0,21.784887887595346
20.0,1.0,3.0,5.0,10.0,3.0,6.0,20.738401936443005
20.0,1.0,3.0,5.0,10.0,5.0,2.0,45.30107442885657
20.0,1.0,3.0,5.0,10.0,5.0,3.0,35.478233067964396
20.0,1.0,3.0,5.0,10.0,5.0,4.0,30.23016147737822
20.0,1.0,3.0,5.0,10.0,5.0,5.0,26.90437039998303
20.0,1.0,3.0,5.0,10.0,5.0,6.0,24.57464980757756
20.0,1.0,3.0,5.0,10.0,7.0,2.0,64.52147950637026
20.0,1.0,3.0,5.0,10.0,7.0,3.0,47.880613496267145
20.0,1.0,3.0,5.0,10.0,7.0,4.0,38.98986051128346
20.0,1.0,3.0,5.0,10.0,7.0,5.0,33.35564107688722
20.0,1.0,3.0,5.0,10.0,7.0,6.0,29.40886368378512
20.0,1.0,3.0,5.0,10.0,9.0,2.0,87.15661851553482
20.0,1.0,3.0,5.0,10.0,9.0,3.0,62.48642455524453
20.0,1.0,3.0,5.0,10.0,9.0,4.0,49.305824431464195
20.0,1.0,3.0,5.0,10.0,9.0,5.0,40.953056842505575
20.0,1.0,3.0,5.0,10.0,9.0,6.0,35.10193324432247
20.0,1.0,3.0,5.0,20.0,1.0,2.0,7.036930161322293
20.0,1.0,3.0,5.0,20.0,1.0,3.0,6.756954047588903
20.0,1.0,3.0,5.0,20.0,1.0,4.0,6.6073705783519046
20.0,1.0,3.0,5.0,20.0,1.0,5.0,6.512577022523398
20.0,1.0,3.0,5.0,20.0,1.0,6.0,6.446174024288771
20.0,1.0,3.0,5.0,20.0,3.0,2.0,10.66062975911441
20.0,1.0,3.0,5.0,20.0,3.0,3.0,9.095224275945565
20.0,1.0,3.0,5.0,20.0,3.0,4.0,8.258871560663591
20.0,1.0,3.0,5.0,20.0,3.0,5.0,7.728860803373341
20.0,1.0,3.0,5.0,20.0,3.0,6.0,7.357587639569376
20.0,1.0,3.0,5.0,20.0,5.0,2.0,16.071953195740566
20.0,1.0,3.0,5.0,20.0,5.0,3.0,12.586997295867254
20.0,1.0,3.0,5.0,20.0,5.0,4.0,10.725082053564122
20.0,1.0,3.0,5.0,20.0,5.0,5.0,9.545155104620534
20.0,1.0,3.0,5.0,20.0,5.0,6.0,8.718614878094638
20.0,1.0,3.0,5.0,20.0,7.0,2.0,22.890984636023585
20.0,1.0,3.0,5.0,20.0,7.0,3.0,16.987124230438987
20.0,1.0,3.0,5.0,20.0,7.0,4.0,13.832855426639334
20.0,1.0,3.0,5.0,20.0,7.0,5.0,11.833942328311881
20.0,1.0,3.0,5.0,20.0,7.0,6.0,10.433701333243171
20.0,1.0,3.0,5.0,20.0,9.0,2.0,30.921498245710538
20.0,1.0,3.0,5.0,20.0,9.0,3.0,22.168986132950153
20.0,1.0,3.0,5.0,20.0,9.0,4.0,17.49276176185157
20.0,1.0,3.0,5.0,20.0,9.0,5.0,14.529359868250385
20.0,1.0,3.0,5.0,20.0,9.0,6.0,12.453493328701168
20.0,1.0,3.0,5.0,30.0,1.0,2.0,1.6894954251370298
20.0,1.0,3.0,5.0,30.0,1.0,3.0,1.62227600523997
20.0,1.0,3.0,5.0,30.0,1.0,4.0,1.5863625342862457
20.0,1.0,3.0,5.0,30.0,1.0,5.0,1.563603564787728
20.0,1.0,3.0,5.0,30.0,1.0,6.0,1.5476608796734987
20.0,1.0,3.0,5.0,30.0,3.0,2.0,2.559508875915723
20.0,1.0,3.0,5.0,30.0,3.0,3.0,2.1836709264594765
