U_10,fhs_s,fhs_ns,h_ns,fmc,DF,wrf,ROS
40.0,3.0,4.0,20.0,0.0,1.0,6.0,114.84292305298432
40.0,3.0,4.0,20.0,0.0,3.0,2.0,845.4140985983198
40.0,3.0,4.0,20.0,0.0,3.0,3.0,596.021365010486
40.0,3.0,4.0,20.0,0.0,3.0,4.0,463.9926913935237
40.0,3.0,4.0,20.0,0.0,3.0,5.0,381.2192881240102
40.0,3.0,4.0,20.0,0.0,3.0,6.0,323.9808148450429
40.0,3.0,4.0,20.0,0.0,5.0,2.0,1797.1209797425965
40.0,3.0,4.0,20.0,0.0,5.0,3.0,1241.9148765014786
40.0,3.0,4.0,20.0,0.0,5.0,4.0,947.9884082343098
40.0,3.0,4.0,20.0,0.0,5.0,5.0,763.7156027674783
40.0,3.0,4.0,20.0,0.0,5.0,6.0,636.2894775251647
40.0,3.0,4.0,20.0,0.0,7.0,2.0,2996.4060013200024
40.0,3.0,4.0,20.0,0.0,7.0,3.0,2055.831881003785
40.0,3.0,4.0,20.0,0.0,7.0,4.0,1557.8913365570268
40.0,3.0,4.0,20.0,0.0,7.0,5.0,1245.7149557709256
40.0,3.0,4.0,20.0,0.0,7.0,6.0,1029.8424807469205
40.0,3.0,4.0,20.0,0.0,9.0,2.0,4408.758293872468
40.0,3.0,4.0,20.0,0.0,9.0,3.0,3014.350937419826
40.0,3.0,4.0,20.0,0.0,9.0,4.0,2276.150785772914
40.0,3.0,4.0,20.0,0.0,9.0,5.0,1813.3472358171125
40.0,3.0,4.0,20.0,0.0,9.0,6.0,1493.3148633253927
40.0,3.0,4.0,20.0,10.0,1.0,2.0,52.887949924606154
40.0,3.0,4.0,20.0,10.0,1.0,3.0,41.55200798687273
40.0,3.0,4.0,20.0,10.0,1.0,4.0,35.55075303166079
40.0,3.0,4.0,20.0,10.0,1.0,5.0,31.788355948341863
40.0,3.0,4.0,20.0,10.0,1.0,6.0,29.186628141920597
40.0,3.0,4.0,20.0,10.0,3.0,2.0,214.85683458563756
40.0,3.0,4.0,20.0,10.0,3.0,3.0,151.47519309635794
40.0,3.0,4.0,20.0,10.0,3.0,4.0,117.92091131313104
40.0,3.0,4.0,20.0,10.0,3.0,5.0,96.88455594142104
40.0,3.0,4.0,20.0,10.0,3.0,6.0,82.33774721700601
40.0,3.0,4.0,20.0,10.0,5.0,2.0,456.72733127483866
40.0,3.0,4.0,20.0,10.0,5.0,3.0,315.62508790937613
40.0,3.0,4.0,20.0,10.0,5.0,4.0,240.92546948862267
40.0,3.0,4.0,20.0,10.0,5.0,5.0,194.09366038056356
40.0,3.0,4.0,20.0,10.0,5.0,6.0,161.7090881827858
40.0,3.0,4.0,20.0,10.0,7.0,2.0,761.5183016753903
40.0,3.0,4.0,20.0,10.0,7.0,3.0,522.4771282204262
40.0,3.0,4.0,20.0,10.0,7.0,4.0,395.92857719784445
40.0,3.0,4.0,20.0,10.0,7.0,5.0,316.5908548682683
40.0,3.0,4.0,20.0,10.0,7.0,6.0,261.72818255806584
40.0,3.0,4.0,20.0,10.0,9.0,2.0,1120.459018893983
40.0,3.0,4.0,20.0,10.0,9.0,3.0,766.0788976882106
40.0,3.0,4.0,20.0,10.0,9.0,4.0,578.4698335189934
40.0,3.0,4.0,20.0,10.0,9.0,5.0,460.85113524632055
40.0,3.0,4.0,20.0,10.0,9.0,6.0,379.5168605606875
40.0,3.0,4.0,20.0,20.0,1.0,2.0,18.76363124989121
40.0,3.0,4.0,20.0,20.0,1.0,3.0,14.74185625779898
40.0,3.0,4.0,20.0,20.0,1.0,4.0,12.612725989435344
40.0,3.0,4.0,20.0,20.0,1.0,5.0,11.277899595375823
40.0,3.0,4.0,20.0,20.0,1.0,6.0,10.354856421233722
40.0,3.0,4.0,20.0,20.0,3.0,2.0,76.22708804994008
40.0,3.0,4.0,20.0,20.0,3.0,3.0,53.74049610200112
40.0,3.0,4.0,20.0,20.0,3.0,4.0,41.83607985722454
40.0,3.0,4.0,20.0,20.0,3.0,5.0,34.372784047893276
40.0,3.0,4.0,20.0,20.0,3.0,6.0,29.211855043144066
40.0,3.0,4.0,20.0,20.0,5.0,2.0,162.03810580679823
40.0,3.0,4.0,20.0,20.0,5.0,3.0,111.97773351374865
40.0,3.0,4.0,20.0,20.0,5.0,4.0,85.47574021371175
40.0,3.0,4.0,20.0,20.0,5.0,5.0,68.86071168412063
40.0,3.0,4.0,20.0,20.0,5.0,6.0,57.37128598751464
40.0,3.0,4.0,20.0,20.0,7.0,2.0,270.17210202039877
40.0,3.0,4.0,20.0,20.0,7.0,3.0,185.36487393452717
40.0,3.0,4.0,20.0,20.0,7.0,4.0,140.46787282216178
40.0,3.0,4.0,20.0,20.0,7.0,5.0,112.32036912575127
40.0,3.0,4.0,20.0,20.0,7.0,6.0,92.85614421100719
40.0,3.0,4.0,20.0,20.0,9.0,2.0,397.5173908444542
40.0,3.0,4.0,20.0,20.0,9.0,3.0,271.7901141003957
40.0,3.0,4.0,20.0,20.0,9.0,4.0,205.23001290103758
40.0,3.0,4.0,20.0,20.0,9.0,5.0,163.50115243987867
40.0,3.0,4.0,20.0,20.0,9.0,6.0,134.64531022337883
40.0,3.0,4.0,20.0,30.0,1.0,2.0,4.504957194245129
40.0,3.0,4.0,20.0,30.0,1.0,3.0,3.539369886385086
40.0,3.0,4.0,20.0,30.0,1.0,4.0,3.028187344359515
40.0,3.0,4.0,20.0,30.0,1.0,5.0,2.7077090911417865
40.0,3.0,4.0,20.0,30.0,1.0,6.0,2.486095804642435
40.0,3.0,4.0,20.0,30.0,3.0,2.0,18.301349250237774
40.0,3.0,4.0,20.0,30.0,3.0,3.0,12.902547023695957
40.0,3.0,4.0,20.0,30.0,3.0,4.0,10.044417651455936
40.0,3.0,4.0,20.0,30.0,3.0,5.0,8.252556166796811
40.0,3.0,4.0,20.0,30.0,3.0,6.0,7.013469556145788
40.0,3.0,4.0,20.0,30.0,5.0,2.0,38.903702634873596
40.0,3.0,4.0,20.0,30.0,5.0,3.0,26.884715941694424
40.0,3.0,4.0,20.0,30.0,5.0,4.0,20.521856653488705
40.0,3.0,4.0,20.0,30.0,5.0,5.0,16.53275713910747
40.0,3.0,4.0,20.0,30.0,5.0,6.0,13.774262780507764
40.0,3.0,4.0,20.0,30.0,7.0,2.0,64.86557630939274
40.0,3.0,4.0,20.0,30.0,7.0,3.0,44.50422262463356
40.0,3.0,4.0,20.0,30.0,7.0,4.0,33.72490888373095
40.0,3.0,4.0,20.0,30.0,7.0,5.0,26.96697927040404
40.0,3.0,4.0,20.0,30.0,7.0,6.0,22.293816656392963
40.0,3.0,4.0,20.0,30.0,9.0,2.0,95.4398861218646
40.0,3.0,4.0,20.0,30.0,9.0,3.0,65.25404456817927
40.0,3.0,4.0,20.0,30.0,9.0,4.0,49.27364062853828
40.0,3.0,4.0,20.0,30.0,9.0,5.0,39.25496526455515
40.0,3.0,4.0,20.0,30.0,9.0,6.0,32.32697077042029
40.0,3.0,4.0,25.0,0.0,1.0,2.0,208.1023794214124
40.0,3.0,4.0,25.0,0.0,1.0,3.0,163.4979564179078
40.0,3.0,4.0,25.0,0.0,1.0,4.0,139.88434618203237
40.0,3.0,4.0,25.0,0.0,1.0,5.0,125.0801462369977
40.0,3.0,4.0,25.0,0.0,1.0,6.0,114.84292305298432
40.0,3.0,4.0,25.0,0.0,3.0,2.0,845.4140985983198
40.0,3.0,4.0,25.0,0.0,3.0,3.0,596.021365010486
40.0,3.0,4.0,25.0,0.0,3.0,4.0,463.9926913935237
40.0,3.0,4.0,25.0,0.0,3.0,5.0,381.2192881240102
40.0,3.0,4.0,25.0,0.0,3.0,6.0,323.9808148450429
40.0,3.0,4.0,25.0,0.0,5.0,2.0,1797.1209797425965
40.0,3.0,4.0,25.0,0.0,5.0,3.0,1241.9148765014786
40.0,3.0,4.0,25.0,0.0,5.0,4.0,947.9884082343098
40.0,3.0,4.0,25.0,0.0,5.0,5.0,763.7156027674783
40.0,3.0,4.0,25.0,0.0,5.0,6.0,636.2894775251647
40.0,3.0,4.0,25.0,0.0,7.0,2.0,2996.4060013200024
40.0,3.0,4.0,25.0,0.0,7.0,3.0,2055.831881003785
40.0,3.0,4.0,25.0,0.0,7.0,4.0,1557.8913365570268
40.0,3.0,4.0,25.0,0.0,7.0,5.0,1245.7149557709256
40.0,3.0,4.0,25.0,0.0,7.0,6.0,1029.8424807469205
40.0,3.0,4.0,25.0,0.0,9.0,2.0,4408.758293872468
40.0,3.0,4.0,25.0,0.0,9.0,3.0,3014.350937419826
40.0,3.0,4.0,25.0,0.0,9.0,4.0,2276.150785772914
40.0,3.0,4.0,25.0,0.0,9.0,5.0,1813.3472358171125
40.0,3.0,4.0,25.0,0.0,9.0,6.0,1493.3148633253927
40.0,3.0,4.0,25.0,10.0,1.0,2.0,52.887949924606154
40.0,3.0,4.0,25.0,10.0,1.0,3.0,41.55200798687273
40.0,3.0,4.0,25.0,10.0,1.0,4.0,35.55075303166079
40.0,3.0,4.0,25.0,10.0,1.0,5.0,31.788355948341863
40.0,3.0,4.0,25.0,10.0,1.0,6.0,29.186628141920597
40.0,3.0,4.0,25.0,10.0,3.0,2.0,214.85683458563756
40.0,3.0,4.0,25.0,10.0,3.0,3.0,151.47519309635794
40.0,3.0,4.0,25.0,10.0,3.0,4.0,117.92091131313104
40.0,3.0,4.0,25.0,10.0,3.0,5.0,96.88455594142104
40.0,3.0,4.0,25.0,10.0,3.0,6.0,82.33774721700601
40.0,3.0,4.0,25.0,10.0,5.0,2.0,456.72733127483866
40.0,3.0,4.0,25.0,10.0,5.0,3.0,315.62508790937613
40.0,3.0,4.0,25.0,10.0,5.0,4.0,240.92546948862267
40.0,3.0,4.0,25.0,10.0,5.0,5.0,194.09366038056356
40.0,3.0,4.0,25.0,10.0,5.0,6.0,161.7090881827858
40.0,3.0,4.0,25.0,10.0,7.0,2.0,761.5183016753903
40.0,3.0,4.0,25.0,10.0,7.0,3.0,522.4771282204262
40.0,3.0,4.0,25.0,10.0,7.0,4.0,395.92857719784445
40.0,3.0,4.0,25.0,10.0,7.0,5.0,316.5908548682683
40.0,3.0,4.0,25.0,10.0,7.0,6.0,261.72818255806584
40.0,3.0,4.0,25.0,10.0,9.0,2.0,1120.459018893983
40.0,3.0,4.0,25.0,10.0,9.0,3.0,766.0788976882106
40.0,3.0,4.0,25.0,10.0,9.0,4.0,578.4698335189934
40.0,3.0,4.0,25.0,10.0,9.0,5.0,460.85113524632055
40.0,3.0,4.0,25.0,10.0,9.0,6.0,379.5168605606875
40.0,3.0,4.0,25.0,20.0,1.0,2.0,18.76363124989121
40.0,3.0,4.0,25.0,20.0,1.0,3.0,14.74185625779898
40.0,3.0,4.0,25.0,20.0,1.0,4.0,12.612725989435344
40.0,3.0,4.0,25.0,20.0,1.0,5.0,11.277899595375823
40.0,3.0,4.0,25.0,20.0,1.0,6.0,10.354856421233722
40.0,3.0,4.0,25.0,20.0,3.0,2.0,76.22708804994008
40.0,3.0,4.0,25.0,20.0,3.0,3.0,53.74049610200112
40.0,3.0,4.0,25.0,20.0,3.0,4.0,41.83607985722454
40.0,3.0,4.0,25.0,20.0,3.0,5.0,34.372784047893276
40.0,3.0,4.0,25.0,20.0,3.0,6.0,29.211855043144066
40.0,3.0,4.0,25.0,20.0,5.0,2.0,162.03810580679823
40.0,3.0,4.0,25.0,20.0,5.0,3.0,111.97773351374865
40.0,3.0,4.0,25.0,20.0,5.0,4.0,85.47574021371175
40.0,3.0,4.0,25.0,20.0,5.0,5.0,68.86071168412063
40.0,3.0,4.0,25.0,20.0,5.0,6.0,57.37128598751464
40.0,3.0,4.0,25.0,20.0,7.0,2.0,270.17210202039877
40.0,3.0,4.0,25.0,20.0,7.0,3.0,185.36487393452717
40.0,3.0,4.0,25.0,20.0,7.0,4.0,140.46787282216178
40.0,3.0,4.0,25.0,20.0,7.0,5.0,112.32036912575127
40.0,3.0,4.0,25.0,20.0,7.0,6.0,92.85614421100719
40.0,3.0,4.0,25.0,20.0,9.0,2.0,397.5173908444542
40.0,3.0,4.0,25.0,20.0,9.0,3.0,271.7901141003957
40.0,3.0,4.0,25.0,20.0,9.0,4.0,205.23001290103758
40.0,3.0,4.0,25.0,20.0,9.0,5.0,163.50115243987867
40.0,3.0,4.0,25.0,20.0,9.0,6.0,134.64531022337883
40.0,3.0,4.0,25.0,30.0,1.0,2.0,4.504957194245129
40.0,3.0,4.0,25.0,30.0,1.0,3.0,3.539369886385086
40.0,3.0,4.0,25.0,30.0,1.0,4.0,3.028187344359515
40.0,3.0,4.0,25.0,30.0,1.0,5.0,2.7077090911417865
40.0,3.0,4.0,25.0,30.0,1.0,6.0,2.486095804642435
40.0,3.0,4.0,25.0,30.0,3.0,2.0,18.301349250237774
40.0,3.0,4.0,25.0,30.0,3.0,3.0,12.902547023695957
40.0,3.0,4.0,25.0,30.0,3.0,4.0,10.044417651455936
40.0,3.0,4.0,25.0,30.0,3.0,5.0,8.252556166796811
40.0,3.0,4.0,25.0,30.0,3.0,6.0,7.013469556145788
40.0,3.0,4.0,25.0,30.0,5.0,2.0,38.903702634873596
40.0,3.0,4.0,25.0,30.0,5.0,3.0,26.884715941694424
40.0,3.0,4.0,25.0,30.0,5.0,4.0,20.521856653488705
40.0,3.0,4.0,25.0,30.0,5.0,5.0,16.53275713910747
40.0,3.0,4.0,25.0,30.0,5.0,6.0,13.774262780507764
40.0,3.0,4.0,25.0,30.0,7.0,2.0,64.86557630939274
40.0,3.0,4.0,25.0,30.0,7.0,3.0,44.50422262463356
40.0,3.0,4.0,25.0,30.0,7.0,4.0,33.72490888373095
40.0,3.0,4.0,25.0,30.0,7.0,5.0,26.96697927040404
40.0,3.0,4.0,25.0,30.0,7.0,6.0,22.293816656392963
40.0,3.0,4.0,25.0,30.0,9.0,2.0,95.4398861218646
40.0,3.0,4.0,25.0,30.0,9.0,3.0,65.25404456817927
40.0,3.0,4.0,25.0,30.0,9.0,4.0,49.27364062853828
40.0,3.0,4.0,25.0,30.0,9.0,5.0,39.25496526455515
40.0,3.0,4.0,25.0,30.0,9.0,6.0,32.32697077042029
40.0,4.0,1.0,5.0,0.0,1.0,2.0,100.34297345689342
40.0,4.0,1.0,5.0,0.0,1.0,3.0,90.36503861140598
40.0,4.0,1.0,5.0,0.0,1.0,4.0,85.08271348455057
40.0,4.0,1.0,5.0,0.0,1.0,5.0,81.77103871006645
40.0,4.0,1.0,5.0,0.0,1.0,6.0,79.48098900085323
40.0,4.0,1.0,5.0,0.0,3.0,2.0,242.9085394258364
40.0,4.0,1.0,5.0,0.0,3.0,3.0,187.11980191695983
40.0,4.0,1.0,5.0,0.0,3.0,4.0,157.5852083861194
40.0,4.0,1.0,5.0,0.0,3.0,5.0,139.06893647520218
40.0,4.0,1.0,5.0,0.0,3.0,6.0,126.264785707736
40.0,4.0,1.0,5.0,0.0,5.0,2.0,455.80377744547286
40.0,4.0,1.0,5.0,0.0,5.0,3.0,331.6051004774605
40.0,4.0,1.0,5.0,0.0,5.0,4.0,265.8542409830194
40.0,4.0,1.0,5.0,0.0,5.0,5.0,224.6327225116615
40.0,4.0,1.0,5.0,0.0,5.0,6.0,196.1277113565832
40.0,4.0,1.0,5.0,0.0,7.0,2.0,724.0818315193513
40.0,4.0,1.0,5.0,0.0,7.0,3.0,513.6769734825261
40.0,4.0,1.0,5.0,0.0,7.0,4.0,402.28850626648506
40.0,4.0,1.0,5.0,0.0,7.0,5.0,332.45517185614966
40.0,4.0,1.0,5.0,0.0,7.0,6.0,284.16486014077566
40.0,4.0,1.0,5.0,0.0,9.0,2.0,1040.0226778532692
40.0,4.0,1.0,5.0,0.0,9.0,3.0,728.0960837202241
40.0,4.0,1.0,5.0,0.0,9.0,4.0,562.9619440972743
40.0,4.0,1.0,5.0,0.0,9.0,5.0,459.4335637983866
40.0,4.0,1.0,5.0,0.0,9.0,6.0,387.8428571790397
40.0,4.0,1.0,5.0,10.0,1.0,2.0,25.501554428301812
40.0,4.0,1.0,5.0,10.0,1.0,3.0,22.96572317098355
40.0,4.0,1.0,5.0,10.0,1.0,4.0,21.623252471843276
40.0,4.0,1.0,5.0,10.0,1.0,5.0,20.781610535184694
40.0,4.0,1.0,5.0,10.0,1.0,6.0,20.19960837508221
40.0,4.0,1.0,5.0,10.0,3.0,2.0,61.73372310845855
40.0,4.0,1.0,5.0,10.0,3.0,3.0,47.55535588397083
40.0,4.0,1.0,5.0,10.0,3.0,4.0,40.049319153177144
40.0,4.0,1.0,5.0,10.0,3.0,5.0,35.34352163016132
40.0,4.0,1.0,5.0,10.0,3.0,6.0,32.089424841361314
40.0,4.0,1.0,5.0,10.0,5.0,2.0,115.83974880059488
40.0,4.0,1.0,5.0,10.0,5.0,3.0,84.27541288839
40.0,4.0,1.0,5.0,10.0,5.0,4.0,67.56523314844604
40.0,4.0,1.0,5.0,10.0,5.0,5.0,57.08903575564927
40.0,4.0,1.0,5.0,10.0,5.0,6.0,49.844661103318884
40.0,4.0,1.0,5.0,10.0,7.0,2.0,184.02097925638728
40.0,4.0,1.0,5.0,10.0,7.0,3.0,130.5478684410071
40.0,4.0,1.0,5.0,10.0,7.0,4.0,102.2391691715433
40.0,4.0,1.0,5.0,10.0,7.0,5.0,84.4914533422928
40.0,4.0,1.0,5.0,10.0,7.0,6.0,72.21876527910415
40.0,4.0,1.0,5.0,10.0,9.0,2.0,264.31541753481207
40.0,4.0,1.0,5.0,10.0,9.0,3.0,185.04117695895448
40.0,4.0,1.0,5.0,10.0,9.0,4.0,143.07334299423215
40.0,4.0,1.0,5.0,10.0,9.0,5.0,116.76223685384858
40.0,4.0,1.0,5.0,10.0,9.0,6.0,98.56789560086429
40.0,4.0,1.0,5.0,20.0,1.0,2.0,9.047462877154597
40.0,4.0,1.0,5.0,20.0,1.0,3.0,8.147798535993765
40.0,4.0,1.0,5.0,20.0,1.0,4.0,7.671515654952611
40.0,4.0,1.0,5.0,20.0,1.0,5.0,7.372917222485131
40.0,4.0,1.0,5.0,20.0,1.0,6.0,7.166434007795004
40.0,4.0,1.0,5.0,20.0,3.0,2.0,21.9019420821052
40.0,4.0,1.0,5.0,20.0,3.0,3.0,16.871729061841073
40.0,4.0,1.0,5.0,20.0,3.0,4.0,14.208731052549252
40.0,4.0,1.0,5.0,20.0,3.0,5.0,12.539204258933834
40.0,4.0,1.0,5.0,20.0,3.0,6.0,11.384713069853147
40.0,4.0,1.0,5.0,20.0,5.0,2.0,41.09772327482735
40.0,4.0,1.0,5.0,20.0,5.0,3.0,29.89930169583624
40.0,4.0,1.0,5.0,20.0,5.0,4.0,23.97085010702102
40.0,4.0,1.0,5.0,20.0,5.0,5.0,20.254096005950156
40.0,4.0,1.0,5.0,20.0,5.0,6.0,17.683930688403137
40.0,4.0,1.0,5.0,20.0,7.0,2.0,65.28711742340131
40.0,4.0,1.0,5.0,20.0,7.0,3.0,46.31588230170199
40.0,4.0,1.0,5.0,20.0,7.0,4.0,36.2724982224648
40.0,4.0,1.0,5.0,20.0,7.0,5.0,29.97594870934064
40.0,4.0,1.0,5.0,20.0,7.0,6.0,25.621834140882477
40.0,4.0,1.0,5.0,20.0,9.0,2.0,93.77404560687697
40.0,4.0,1.0,5.0,20.0,9.0,3.0,65.64906402031508
40.0,4.0,1.0,5.0,20.0,9.0,4.0,50.759680673195795
40.0,4.0,1.0,5.0,20.0,9.0,5.0,41.42500436037439
40.0,4.0,1.0,5.0,20.0,9.0,6.0,34.970000704676856
40.0,4.0,1.0,5.0,30.0,1.0,2.0,2.172203899942857
40.0,4.0,1.0,5.0,30.0,1.0,3.0,1.9562036336755373
40.0,4.0,1.0,5.0,30.0,1.0,4.0,1.8418529537422708
40.0,4.0,1.0,5.0,30.0,1.0,5.0,1.7701625043500462
40.0,4.0,1.0,5.0,30.0,1.0,6.0,1.7205879827065056
40.0,4.0,1.0,5.0,30.0,3.0,2.0,5.25843373474375
40.0,4.0,1.0,5.0,30.0,3.0,3.0,4.0507307036816895
40.0,4.0,1.0,5.0,30.0,3.0,4.0,3.411371942019328
40.0,4.0,1.0,5.0,30.0,3.0,5.0,3.010535523965846
40.0,4.0,1.0,5.0,30.0,3.0,6.0,2.733353920966063
40.0,4.0,1.0,5.0,30.0,5.0,2.0,9.867145738919936
40.0,4.0,1.0,5.0,30.0,5.0,3.0,7.178518511886873
40.0,4.0,1.0,5.0,30.0,5.0,4.0,5.755157528072935
40.0,4.0,1.0,5.0,30.0,5.0,5.0,4.862802636641334
40.0,4.0,1.0,5.0,30.0,5.0,6.0,4.245732060936543
40.0,4.0,1.0,5.0,30.0,7.0,2.0,15.674773470608656
40.0,4.0,1.0,5.0,30.0,7.0,3.0,11.119972696333647
40.0,4.0,1.0,5.0,30.0,7.0,4.0,8.708658235941611
40.0,4.0,1.0,5.0,30.0,7.0,5.0,7.196920680971605
40.0,4.0,1.0,5.0,30.0,7.0,6.0,6.151542017933934
40.0,4.0,1.0,5.0,30.0,9.0,2.0,22.514195454177912
40.0,4.0,1.0,5.0,30.0,9.0,3.0,15.761673170564586
40.0,4.0,1.0,5.0,30.0,9.0,4.0,12.186883529147627
40.0,4.0,1.0,5.0,30.0,9.0,5.0,9.945722601854397
40.0,4.0,1.0,5.0,30.0,9.0,6.0,8.395941817402997
40.0,4.0,1.0,10.0,0.0,1.0,2.0,117.56621969317844
40.0,4.0,1.0,10.0,0.0,1.0,3.0,102.05391384308744
40.0,4.0,1.0,10.0,0.0,1.0,4.0,93.8416891456632
40.0,4.0,1.0,10.0,0.0,1.0,5.0,88.69315763354759
40.0,4.0,1.0,10.0,0.0,1.0,6.0,85.13290673480643
40.0,4.0,1.0,10.0,0.0,3.0,2.0,339.20734055114195
40.0,4.0,1.0,10.0,0.0,3.0,3.0,252.47476786657265
40.0,4.0,1.0,10.0,0.0,3.0,4.0,206.55848808491868
40.0,4.0,1.0,10.0,0.0,3.0,5.0,177.77196286367032
40.0,4.0,1.0,10.0,0.0,3.0,6.0,157.86584943124595
40.0,4.0,1.0,10.0,0.0,5.0,2.0,670.1872574707324
40.0,4.0,1.0,10.0,0.0,5.0,3.0,477.10042205450645
40.0,4.0,1.0,10.0,0.0,5.0,4.0,374.88012715596807
40.0,4.0,1.0,10.0,0.0,5.0,5.0,310.7946413279994
40.0,4.0,1.0,10.0,0.0,5.0,6.0,266.4790130797546
40.0,4.0,1.0,10.0,0.0,7.0,2.0,1087.2686768331127
40.0,4.0,1.0,10.0,0.0,7.0,3.0,760.1604564694265
40.0,4.0,1.0,10.0,0.0,7.0,4.0,586.9891541523435
40.0,4.0,1.0,10.0,0.0,7.0,5.0,478.42199484735744
40.0,4.0,1.0,10.0,0.0,7.0,6.0,403.34693206882116
40.0,4.0,1.0,10.0,0.0,9.0,2.0,1578.4495789698724
40.0,4.0,1.0,10.0,0.0,9.0,3.0,1093.5094780473537
40.0,4.0,1.0,10.0,0.0,9.0,4.0,836.7818766157485
40.0,4.0,1.0,10.0,0.0,9.0,5.0,675.830344637447
40.0,4.0,1.0,10.0,0.0,9.0,6.0,564.5310673520588
40.0,4.0,1.0,10.0,10.0,1.0,2.0,29.878737365932743
40.0,4.0,1.0,10.0,10.0,1.0,3.0,25.93637948758562
40.0,4.0,1.0,10.0,10.0,1.0,4.0,23.849292690334426
40.0,4.0,1.0,10.0,10.0,1.0,5.0,22.540824821994377
40.0,4.0,1.0,10.0,10.0,1.0,6.0,21.63600878012512
40.0,4.0,1.0,10.0,10.0,3.0,2.0,86.20747581553944
40.0,4.0,1.0,10.0,10.0,3.0,3.0,64.1649216951718
40.0,4.0,1.0,10.0,10.0,3.0,4.0,52.49557936199878
40.0,4.0,1.0,10.0,10.0,3.0,5.0,45.17965962750225
40.0,4.0,1.0,10.0,10.0,3.0,6.0,40.1206423623721
40.0,4.0,1.0,10.0,10.0,5.0,2.0,170.32400211746057
40.0,4.0,1.0,10.0,10.0,5.0,3.0,121.25216107947537
40.0,4.0,1.0,10.0,10.0,5.0,4.0,95.27349686187583
40.0,4.0,1.0,10.0,10.0,5.0,5.0,78.9865616774388
40.0,4.0,1.0,10.0,10.0,5.0,6.0,67.72401516457815
40.0,4.0,1.0,10.0,10.0,7.0,2.0,276.32269988848446
40.0,4.0,1.0,10.0,10.0,7.0,3.0,193.19014164181212
40.0,4.0,1.0,10.0,10.0,7.0,4.0,149.1797118197764
40.0,4.0,1.0,10.0,10.0,7.0,5.0,121.58803074076593
40.0,4.0,1.0,10.0,10.0,7.0,6.0,102.50816163087268
40.0,4.0,1.0,10.0,10.0,9.0,2.0,401.1533290641684
40.0,4.0,1.0,10.0,10.0,9.0,3.0,277.9087614367756
40.0,4.0,1.0,10.0,10.0,9.0,4.0,212.6630080411183
40.0,4.0,1.0,10.0,10.0,9.0,5.0,171.75815828772238
40.0,4.0,1.0,10.0,10.0,9.0,6.0,143.47212609491223
40.0,4.0,1.0,10.0,20.0,1.0,2.0,10.60040351244306
40.0,4.0,1.0,10.0,20.0,1.0,3.0,9.201730476527313
40.0,4.0,1.0,10.0,20.0,1.0,4.0,8.461272071428159
40.0,4.0,1.0,10.0,20.0,1.0,5.0,7.997052743228386
40.0,4.0,1.0,10.0,20.0,1.0,6.0,7.676041348708026
40.0,4.0,1.0,10.0,20.0,3.0,2.0,30.584760602227906
40.0,4.0,1.0,10.0,20.0,3.0,3.0,22.76448475659673
40.0,4.0,1.0,10.0,20.0,3.0,4.0,18.62442569247081
40.0,4.0,1.0,10.0,20.0,3.0,5.0,16.028877550642978
40.0,4.0,1.0,10.0,20.0,3.0,6.0,14.234035160551183
40.0,4.0,1.0,10.0,20.0,5.0,2.0,60.42769238160292
40.0,4.0,1.0,10.0,20.0,5.0,3.0,43.01794344441362
40.0,4.0,1.0,10.0,20.0,5.0,4.0,33.80121115589295
40.0,4.0,1.0,10.0,20.0,5.0,5.0,28.022918625603864
40.0,4.0,1.0,10.0,20.0,5.0,6.0,24.027182923930432
40.0,4.0,1.0,10.0,20.0,7.0,2.0,98.03399931502426
40.0,4.0,1.0,10.0,20.0,7.0,3.0,68.5401605478889
40.0,4.0,1.0,10.0,20.0,7.0,4.0,52.92610332867173
40.0,4.0,1.0,10.0,20.0,7.0,5.0,43.13710356465775
40.0,4.0,1.0,10.0,20.0,7.0,6.0,36.36793159288382
40.0,4.0,1.0,10.0,20.0,9.0,2.0,142.32151467312477
40.0,4.0,1.0,10.0,20.0,9.0,3.0,98.5967035619121
40.0,4.0,1.0,10.0,20.0,9.0,4.0,75.44876042774517
40.0,4.0,1.0,10.0,20.0,9.0,5.0,60.93650351101728
40.0,4.0,1.0,10.0,20.0,9.0,6.0,50.90116127625408
40.0,4.0,1.0,10.0,30.0,1.0,2.0,2.545049166086047
40.0,4.0,1.0,10.0,30.0,1.0,3.0,2.2092419829438255
40.0,4.0,1.0,10.0,30.0,1.0,4.0,2.0314654441350033
40.0,4.0,1.0,10.0,30.0,1.0,5.0,1.9200111006537366
40.0,4.0,1.0,10.0,30.0,1.0,6.0,1.8429395268245745
40.0,4.0,1.0,10.0,30.0,3.0,2.0,7.343090229939925
40.0,4.0,1.0,10.0,30.0,3.0,3.0,5.465521466059968
40.0,4.0,1.0,10.0,30.0,3.0,4.0,4.471535354462194
40.0,4.0,1.0,10.0,30.0,3.0,5.0,3.8483706205781463
40.0,4.0,1.0,10.0,30.0,3.0,6.0,3.417447201219911
40.0,4.0,1.0,10.0,30.0,5.0,2.0,14.508074897694016
40.0,4.0,1.0,10.0,30.0,5.0,3.0,10.328171089093686
40.0,4.0,1.0,10.0,30.0,5.0,4.0,8.115327323532942
40.0,4.0,1.0,10.0,30.0,5.0,5.0,6.728018003812131
40.0,4.0,1.0,10.0,30.0,5.0,6.0,5.7686824649803174
40.0,4.0,1.0,10.0,30.0,7.0,2.0,23.53696705148164
