U_10,fmc,DF,KBDI,ROS,intensity,flame_h
0.0,30.0,0.0,0.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,20.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,40.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,60.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,80.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,100.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,120.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,140.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,160.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,180.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,0.0,200.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,2.0,0.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,2.0,20.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,2.0,40.0,0.004913910934750774,0.0038082809744301176,0.003847727947553246
0.0,30.0,2.0,60.0,0.004913910934750962,0.003808280974430149,0.003847728381993303
0.0,30.0,2.0,80.0,0.004913910934751163,0.0038082809744301904,0.003847728876780236
0.0,30.0,2.0,100.0,0.004913910934751381,0.0038082809744302447,0.0038477294396106723
0.0,30.0,2.0,120.0,0.004913910934751614,0.003808280974430318,0.003847730078882598
0.0,30.0,2.0,140.0,0.004913910934751863,0.0038082809744304142,0.0038477308036411247
0.0,30.0,2.0,160.0,0.0049139109347521295,0.0038082809744305413,0.0038477316234634775
0.0,30.0,2.0,180.0,0.004913910934752414,0.0038082809744307087,0.0038477325482605663
0.0,30.0,2.0,200.0,0.00491391093475269,0.0038082809744309056,0.0038477334945078126
0.0,30.0,4.0,0.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,4.0,20.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,4.0,40.0,0.004913910934750905,0.0038082809744301393,0.003847728248346559
0.0,30.0,4.0,60.0,0.004913910934751316,0.0038082809744302273,0.0038477292666141524
0.0,30.0,4.0,80.0,0.0049139109347517895,0.003808280974430383,0.0038477305811590425
0.0,30.0,4.0,100.0,0.004913910934752329,0.003808280974430654,0.003847732264918462
0.0,30.0,4.0,120.0,0.00491391093475294,0.0038082809744311194,0.0038477343964469332
0.0,30.0,4.0,140.0,0.004913910934753617,0.003808280974431893,0.003847737048651942
0.0,30.0,4.0,160.0,0.004913910934754354,0.003808280974433139,0.0038477402677720416
0.0,30.0,4.0,180.0,0.004913910934755125,0.003808280974435042,0.003847744042019351
0.0,30.0,4.0,200.0,0.004913910934755836,0.0038082809744374967,0.0038477478936773746
0.0,30.0,6.0,0.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,6.0,20.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,6.0,40.0,0.0049139109347510436,0.0038082809744301644,0.0038477285781469183
0.0,30.0,6.0,60.0,0.004913910934751715,0.0038082809744303544,0.003847730366642023
0.0,30.0,6.0,80.0,0.004913910934752536,0.003808280974430791,0.003847732962214463
0.0,30.0,6.0,100.0,0.004913910934753515,0.0038082809744317543,0.003847736623917289
0.0,30.0,6.0,120.0,0.004913910934754624,0.003808280974433726,0.003847741539852214
0.0,30.0,6.0,140.0,0.004913910934755789,0.0038082809744373084,0.003847747625059551
0.0,30.0,6.0,160.0,0.004913910934756883,0.003808280974442772,0.0038477543070217315
0.0,30.0,6.0,180.0,0.004913910934757778,0.003808280974449445,0.0038477606025743042
0.0,30.0,6.0,200.0,0.00491391093475837,0.0038082809744553726,0.0038477652675708686
0.0,30.0,8.0,0.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,8.0,20.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,8.0,40.0,0.004913910934751188,0.0038082809744301956,0.0038477289395522024
0.0,30.0,8.0,60.0,0.004913910934752163,0.003808280974430559,0.003847731727024308
0.0,30.0,8.0,80.0,0.004913910934753412,0.0038082809744316246,0.0038477362114353176
0.0,30.0,8.0,100.0,0.004913910934754897,0.003808280974434403,0.003847742878991395
0.0,30.0,8.0,120.0,0.004913910934756429,0.003808280974440202,0.003847751409896797
0.0,30.0,8.0,140.0,0.004913910934757701,0.003808280974448777,0.00384776003096798
0.0,30.0,8.0,160.0,0.004913910934758528,0.0038082809744572105,0.0038477665921782546
0.0,30.0,8.0,180.0,0.004913910934758969,0.0038082809744629967,0.0038477704737546405
0.0,30.0,8.0,200.0,0.004913910934759163,0.0038082809744659253,0.0038477722991816904
0.0,30.0,10.0,0.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,10.0,20.0,0.00491391093475065,0.003808280974430101,0.0038477276733461675
0.0,30.0,10.0,40.0,0.004913910934751341,0.0038082809744302342,0.0038477293353379985
0.0,30.0,10.0,60.0,0.004913910934752662,0.003808280974430884,0.003847733396367378
0.0,30.0,10.0,80.0,0.0049139109347543985,0.003808280974433231,0.003847740475745502
0.0,30.0,10.0,100.0,0.0049139109347563215,0.0038082809744396603,0.0038477507506134213
0.0,30.0,10.0,120.0,0.00491391093475788,0.0038082809744503774,0.003847761382397524
0.0,30.0,10.0,140.0,0.004913910934758754,0.0038082809744600515,0.003847768548307234
0.0,30.0,10.0,160.0,0.004913910934759126,0.0038082809744653355,0.0038477719382355407
0.0,30.0,10.0,180.0,0.004913910934759263,0.00380828097446751,0.003847773253656536
0.0,30.0,10.0,200.0,0.004913910934759309,0.0038082809744682624,0.003847773699102698
10.0,0.0,0.0,0.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,20.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,40.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,60.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,80.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,100.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,120.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,140.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,160.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,180.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,0.0,200.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,2.0,0.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,2.0,20.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,2.0,40.0,549.2344400793413,150.9307080887746,0.3321498840324695
10.0,0.0,2.0,60.0,548.0771005531899,154.25461361720411,0.3572471115265411
10.0,0.0,2.0,80.0,546.9927809079668,158.34663553715836,0.3848314045635163
10.0,0.0,2.0,100.0,545.9827323551058,163.3782762419599,0.41512151904559746
10.0,0.0,2.0,120.0,545.0474401057683,169.55586954247522,0.44834432682125924
10.0,0.0,2.0,140.0,544.186382635851,177.12574867250333,0.4847305474627875
10.0,0.0,2.0,160.0,543.397754609376,186.3791227793277,0.5245084819459668
10.0,0.0,2.0,180.0,542.678161353486,197.65594558634652,0.5678952131998792
10.0,0.0,2.0,200.0,542.0759597941088,210.07341077377697,0.6109047055452042
10.0,0.0,4.0,0.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,4.0,20.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,4.0,40.0,548.4098128961053,153.2046576873894,0.3496208279174685
10.0,0.0,4.0,60.0,546.271898731208,161.79018033168452,0.40592320259800574
10.0,0.0,4.0,80.0,544.4318790953271,174.7396979275253,0.47369237147516374
10.0,0.0,4.0,100.0,542.8828060798671,194.1088851758126,0.554754474515024
10.0,0.0,4.0,120.0,541.5936465559062,222.70343712184896,0.6507788642408013
10.0,0.0,4.0,140.0,540.4998744859433,264.0838181812745,0.7628657929521137
10.0,0.0,4.0,160.0,539.4982498856336,322.2306260332877,0.8909037198496372
10.0,0.0,4.0,180.0,1039.9190452788876,3960.0038467535505,4.377716889185468
10.0,0.0,4.0,200.0,1038.9416201991687,4126.7715399927065,4.510207596766478
10.0,0.0,6.0,0.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,6.0,20.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,6.0,40.0,547.6213547571263,155.8387134544686,0.3683002235203042
10.0,0.0,6.0,60.0,544.6837033293824,172.49098961938057,0.4629416075156655
10.0,0.0,6.0,80.0,542.4005567926605,202.98108196459222,0.5868699710472611
10.0,0.0,6.0,100.0,540.651965244575,257.04631632826664,0.7453698744178626
10.0,0.0,6.0,120.0,1040.5111881174325,3862.308722444761,4.289211539866788
10.0,0.0,6.0,140.0,1039.0138316693597,4114.514759190723,4.501093675427362
10.0,0.0,6.0,160.0,1545.0721559028457,8529.81076875818,8.086014089708197
10.0,0.0,6.0,180.0,1951.0167116821933,12983.129106175602,11.00650770744018
10.0,0.0,6.0,200.0,1949.5174786934135,13701.085716656858,11.171863441305572
10.0,0.0,8.0,0.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,8.0,20.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,8.0,40.0,546.8696055647729,158.8882898961703,0.38826351644819207
10.0,0.0,8.0,60.0,543.3092572654205,187.59846179944287,0.5294406385820873
10.0,0.0,8.0,80.0,540.8064891077463,250.35884805342832,0.7282245750753742
10.0,0.0,8.0,100.0,1040.196058436227,3913.5250086678516,4.336850235084146
10.0,0.0,8.0,120.0,1545.9014299686742,8291.258009208783,7.990926779283099
10.0,0.0,8.0,140.0,1951.1849981342573,12899.626797432406,10.986441513466552
10.0,0.0,8.0,160.0,1949.050336324589,13916.846973528185,11.219334661932429
10.0,0.0,8.0,180.0,1947.5741288424622,14579.75022956642,11.359772718712428
10.0,0.0,8.0,200.0,1946.8240510885093,14907.472986582845,11.426507219251322
10.0,0.0,10.0,0.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,10.0,20.0,550.0945701943432,148.96849867577652,0.3158148073370507
10.0,0.0,10.0,40.0,546.15494639562,162.41670717575323,0.40958863510268867
10.0,0.0,10.0,60.0,542.133324468107,208.74532219786568,0.606502814943672
10.0,0.0,10.0,80.0,1040.762718384177,3823.404097749417,4.25086260825245
10.0,0.0,10.0,100.0,1546.0766879281036,8239.298788770799,7.9692405608912615
10.0,0.0,10.0,120.0,1950.7817485440248,13098.619307300622,11.033951791376818
10.0,0.0,10.0,140.0,1948.326492397691,14245.1801962196,11.289860248413941
10.0,0.0,10.0,160.0,1946.9752182325929,14841.853238078897,11.413276505979152
10.0,0.0,10.0,180.0,1946.4175122561458,15082.950636632619,11.461577807251983
10.0,0.0,10.0,200.0,1946.2244009288531,15165.819335057518,11.477986637834743
10.0,10.0,0.0,0.0,208.22258546240215,51.29078628966974,0.21269110452529222
