RH_SFC,T_SFC,precipitation,time_since_rain,WindMagKmh_SFC,time_since_fire,dead_fuel_moisture,rate_of_spread,flame_height,intensity,spotting_distance,rating_1,index_1
0.0,10.0,0.0,48.0,60.0,20.0,5.87,6779.2179496065755,5.516798233919555,10315.330974625012,,2.0,34.0
0.0,10.0,50.0,0.0,0.0,0.0,72.998,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,0.0,0.0,10.0,72.998,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,0.0,0.0,20.0,72.998,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,0.0,20.0,0.0,72.998,3.4885687757342533e-10,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,0.0,20.0,10.0,72.998,3.4885687757342533e-10,1.973115794181666e-08,4.675485615188775e-10,,0.0,0.0
0.0,10.0,50.0,0.0,20.0,20.0,72.998,3.4885687757342533e-10,2.1381892921541987e-08,5.308243785189056e-10,,0.0,0.0
0.0,10.0,50.0,0.0,40.0,0.0,72.998,9.426980102713377e-09,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,0.0,40.0,10.0,72.998,9.426980102713377e-09,1.5901375328230354e-07,1.2634324474692462e-08,,0.0,0.0
0.0,10.0,50.0,0.0,40.0,20.0,72.998,9.426980102713377e-09,1.7231705588494562e-07,1.4344194355978234e-08,,0.0,0.0
0.0,10.0,50.0,0.0,60.0,0.0,72.998,1.4583013354837518e-08,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,0.0,60.0,10.0,72.998,1.4583013354837518e-08,2.095907747200441e-07,1.954459652362678e-08,,0.0,0.0
0.0,10.0,50.0,0.0,60.0,20.0,72.998,1.4583013354837518e-08,2.2712541836733188e-07,2.2189670029897126e-08,,0.0,0.0
0.0,10.0,50.0,24.0,0.0,0.0,14.432577413736269,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,24.0,0.0,10.0,14.432577413736269,0.0,0.0,0.0,,0.0,0.0
