ROS,fl_max,tsf,k,intensity
8600.0,20.0,18.0,0.2,86438.49853185061
8600.0,20.0,20.0,0.2,87239.01689075447
8600.0,20.0,22.0,0.2,87775.62039394732
8600.0,20.0,24.0,0.2,88135.31647891042
8800.0,20.0,0.0,0.2,0.0
8800.0,20.0,2.0,0.2,29978.8971471592
8800.0,20.0,4.0,0.2,50074.35286294065
8800.0,20.0,6.0,0.2,63544.73966345043
8800.0,20.0,8.0,0.2,72574.20996368601
8800.0,20.0,10.0,0.2,78626.84491101735
8800.0,20.0,12.0,0.2,82684.04744754943
8800.0,20.0,14.0,0.2,85403.67163861354
8800.0,20.0,16.0,0.2,87226.69025156726
8800.0,20.0,18.0,0.2,88448.69617212622
8800.0,20.0,20.0,0.2,89267.8312370511
8800.0,20.0,22.0,0.2,89816.91389148099
8800.0,20.0,24.0,0.2,90184.97500167579
9000.0,20.0,0.0,0.2,0.0
9000.0,20.0,2.0,0.2,30660.235718685544
9000.0,20.0,4.0,0.2,51212.40633709839
9000.0,20.0,6.0,0.2,64988.938292165214
9000.0,20.0,8.0,0.2,74223.62382649705
9000.0,20.0,10.0,0.2,80413.81865899502
9000.0,20.0,12.0,0.2,84563.23034408464
9000.0,20.0,14.0,0.2,87344.66417585473
9000.0,20.0,16.0,0.2,89209.11503001196
9000.0,20.0,18.0,0.2,90458.8938124018
9000.0,20.0,20.0,0.2,91296.64558334771
9000.0,20.0,22.0,0.2,91858.20738901464
9000.0,20.0,24.0,0.2,92234.63352444115
9200.0,20.0,0.0,0.2,0.0
9200.0,20.0,2.0,0.2,31341.574290211887
9200.0,20.0,4.0,0.2,52350.45981125613
9200.0,20.0,6.0,0.2,66433.13692087999
9200.0,20.0,8.0,0.2,75873.0376893081
9200.0,20.0,10.0,0.2,82200.79240697267
9200.0,20.0,12.0,0.2,86442.41324061985
9200.0,20.0,14.0,0.2,89285.65671309594
9200.0,20.0,16.0,0.2,91191.53980845667
9200.0,20.0,18.0,0.2,92469.09145267738
9200.0,20.0,20.0,0.2,93325.45992964432
9200.0,20.0,22.0,0.2,93899.5008865483
9200.0,20.0,24.0,0.2,94284.29204720649
9400.0,20.0,0.0,0.2,0.0
9400.0,20.0,2.0,0.2,32022.912861738234
9400.0,20.0,4.0,0.2,53488.51328541388
9400.0,20.0,6.0,0.2,67877.33554959478
9400.0,20.0,8.0,0.2,77522.45155211915
9400.0,20.0,10.0,0.2,83987.76615495035
9400.0,20.0,12.0,0.2,88321.59613715507
9400.0,20.0,14.0,0.2,91226.64925033717
9400.0,20.0,16.0,0.2,93173.96458690139
9400.0,20.0,18.0,0.2,94479.289092953
9400.0,20.0,20.0,0.2,95354.27427594094
9400.0,20.0,22.0,0.2,95940.79438408196
9400.0,20.0,24.0,0.2,96333.95056997186
9600.0,20.0,0.0,0.2,0.0
9600.0,20.0,2.0,0.2,32704.25143326458
9600.0,20.0,4.0,0.2,54626.566759571615
9600.0,20.0,6.0,0.2,69321.53417830955
9600.0,20.0,8.0,0.2,79171.86541493019
9600.0,20.0,10.0,0.2,85774.739902928
9600.0,20.0,12.0,0.2,90200.77903369028
9600.0,20.0,14.0,0.2,93167.64178757838
9600.0,20.0,16.0,0.2,95156.38936534608
9600.0,20.0,18.0,0.2,96489.48673322858
9600.0,20.0,20.0,0.2,97383.08862223756
9600.0,20.0,22.0,0.2,97982.08788161562
9600.0,20.0,24.0,0.2,98383.60909273721
9800.0,20.0,0.0,0.2,0.0
9800.0,20.0,2.0,0.2,33385.59000479092
9800.0,20.0,4.0,0.2,55764.62023372936
9800.0,20.0,6.0,0.2,70765.73280702434
9800.0,20.0,8.0,0.2,80821.27927774124
9800.0,20.0,10.0,0.2,87561.71365090569
9800.0,20.0,12.0,0.2,92079.9619302255
9800.0,20.0,14.0,0.2,95108.6343248196
9800.0,20.0,16.0,0.2,97138.8141437908
9800.0,20.0,18.0,0.2,98499.68437350419
9800.0,20.0,20.0,0.2,99411.90296853418
9800.0,20.0,22.0,0.2,100023.38137914929
9800.0,20.0,24.0,0.2,100433.26761550258
10000.0,20.0,0.0,0.2,0.0
10000.0,20.0,2.0,0.2,34066.928576317274
10000.0,20.0,4.0,0.2,56902.6737078871
10000.0,20.0,6.0,0.2,72209.93143573913
10000.0,20.0,8.0,0.2,82470.69314055228
10000.0,20.0,10.0,0.2,89348.68739888334
10000.0,20.0,12.0,0.2,93959.1448267607
10000.0,20.0,14.0,0.2,97049.62686206082
10000.0,20.0,16.0,0.2,99121.23892223551
10000.0,20.0,18.0,0.2,100509.88201377977
10000.0,20.0,20.0,0.2,101440.71731483078
10000.0,20.0,22.0,0.2,102064.67487668293
10000.0,20.0,24.0,0.2,102482.92613826793
10200.0,20.0,0.0,0.2,0.0
10200.0,20.0,2.0,0.2,34748.26714784362
10200.0,20.0,4.0,0.2,58040.727182044844
10200.0,20.0,6.0,0.2,73654.13006445392
10200.0,20.0,8.0,0.2,84120.10700336333
10200.0,20.0,10.0,0.2,91135.66114686102
10200.0,20.0,12.0,0.2,95838.32772329594
10200.0,20.0,14.0,0.2,98990.61939930204
10200.0,20.0,16.0,0.2,101103.66370068023
10200.0,20.0,18.0,0.2,102520.07965405539
10200.0,20.0,20.0,0.2,103469.5316611274
10200.0,20.0,22.0,0.2,104105.9683742166
10200.0,20.0,24.0,0.2,104532.5846610333
10400.0,20.0,0.0,0.2,0.0
10400.0,20.0,2.0,0.2,35429.60571936996
10400.0,20.0,4.0,0.2,59178.78065620259
10400.0,20.0,6.0,0.2,75098.32869316869
10400.0,20.0,8.0,0.2,85769.52086617437
10400.0,20.0,10.0,0.2,92922.63489483869
10400.0,20.0,12.0,0.2,97717.51061983114
10400.0,20.0,14.0,0.2,100931.61193654325
10400.0,20.0,16.0,0.2,103086.08847912493
10400.0,20.0,18.0,0.2,104530.27729433097
10400.0,20.0,20.0,0.2,105498.34600742401
10400.0,20.0,22.0,0.2,106147.26187175025
10400.0,20.0,24.0,0.2,106582.24318379865
10600.0,20.0,0.0,0.2,0.0
10600.0,20.0,2.0,0.2,36110.94429089631
10600.0,20.0,4.0,0.2,60316.83413036033
10600.0,20.0,6.0,0.2,76542.52732188348
10600.0,20.0,8.0,0.2,87418.93472898542
10600.0,20.0,10.0,0.2,94709.60864281635
10600.0,20.0,12.0,0.2,99596.69351636636
10600.0,20.0,14.0,0.2,102872.60447378448
10600.0,20.0,16.0,0.2,105068.51325756965
10600.0,20.0,18.0,0.2,106540.47493460658
10600.0,20.0,20.0,0.2,107527.16035372064
10600.0,20.0,22.0,0.2,108188.55536928392
10600.0,20.0,24.0,0.2,108631.90170656402
10800.0,20.0,0.0,0.2,0.0
10800.0,20.0,2.0,0.2,36792.28286242265
10800.0,20.0,4.0,0.2,61454.887604518066
10800.0,20.0,6.0,0.2,77986.72595059825
10800.0,20.0,8.0,0.2,89068.34859179646
10800.0,20.0,10.0,0.2,96496.58239079402
10800.0,20.0,12.0,0.2,101475.87641290156
10800.0,20.0,14.0,0.2,104813.59701102569
10800.0,20.0,16.0,0.2,107050.93803601436
10800.0,20.0,18.0,0.2,108550.67257488216
10800.0,20.0,20.0,0.2,109555.97470001725
10800.0,20.0,22.0,0.2,110229.84886681757
10800.0,20.0,24.0,0.2,110681.56022932936
11000.0,20.0,0.0,0.2,0.0
11000.0,20.0,2.0,0.2,37473.621433948996
11000.0,20.0,4.0,0.2,62592.94107867581
11000.0,20.0,6.0,0.2,79430.92457931302
11000.0,20.0,8.0,0.2,90717.7624546075
11000.0,20.0,10.0,0.2,98283.55613877167
11000.0,20.0,12.0,0.2,103355.05930943678
11000.0,20.0,14.0,0.2,106754.5895482669
11000.0,20.0,16.0,0.2,109033.36281445906
11000.0,20.0,18.0,0.2,110560.87021515775
11000.0,20.0,20.0,0.2,111584.78904631386
11000.0,20.0,22.0,0.2,112271.14236435122
11000.0,20.0,24.0,0.2,112731.21875209472
11200.0,20.0,0.0,0.2,0.0
11200.0,20.0,2.0,0.2,38154.96000547535
11200.0,20.0,4.0,0.2,63730.99455283355
11200.0,20.0,6.0,0.2,80875.12320802783
11200.0,20.0,8.0,0.2,92367.17631741855
11200.0,20.0,10.0,0.2,100070.52988674935
11200.0,20.0,12.0,0.2,105234.242205972
11200.0,20.0,14.0,0.2,108695.58208550813
11200.0,20.0,16.0,0.2,111015.78759290378
11200.0,20.0,18.0,0.2,112571.06785543336
11200.0,20.0,20.0,0.2,113613.60339261049
11200.0,20.0,22.0,0.2,114312.4358618849
11200.0,20.0,24.0,0.2,114780.87727486009
11400.0,20.0,0.0,0.2,0.0
11400.0,20.0,2.0,0.2,38836.29857700169
11400.0,20.0,4.0,0.2,64869.048026991295
11400.0,20.0,6.0,0.2,82319.3218367426
11400.0,20.0,8.0,0.2,94016.5901802296
11400.0,20.0,10.0,0.2,101857.503634727
11400.0,20.0,12.0,0.2,107113.4251025072
11400.0,20.0,14.0,0.2,110636.57462274934
11400.0,20.0,16.0,0.2,112998.21237134848
11400.0,20.0,18.0,0.2,114581.26549570894
11400.0,20.0,20.0,0.2,115642.4177389071
11400.0,20.0,22.0,0.2,116353.72935941855
11400.0,20.0,24.0,0.2,116830.53579762545
11600.0,20.0,0.0,0.2,0.0
11600.0,20.0,2.0,0.2,39517.63714852803
11600.0,20.0,4.0,0.2,66007.10150114904
11600.0,20.0,6.0,0.2,83763.52046545739
11600.0,20.0,8.0,0.2,95666.00404304065
11600.0,20.0,10.0,0.2,103644.47738270469
11600.0,20.0,12.0,0.2,108992.60799904243
11600.0,20.0,14.0,0.2,112577.56715999056
11600.0,20.0,16.0,0.2,114980.6371497932
11600.0,20.0,18.0,0.2,116591.46313598455
11600.0,20.0,20.0,0.2,117671.23208520372
11600.0,20.0,22.0,0.2,118395.02285695222
11600.0,20.0,24.0,0.2,118880.19432039082
11800.0,20.0,0.0,0.2,0.0
11800.0,20.0,2.0,0.2,40198.97572005438
11800.0,20.0,4.0,0.2,67145.15497530678
11800.0,20.0,6.0,0.2,85207.71909417216
11800.0,20.0,8.0,0.2,97315.41790585169
11800.0,20.0,10.0,0.2,105431.45113068236
11800.0,20.0,12.0,0.2,110871.79089557764
11800.0,20.0,14.0,0.2,114518.55969723177
11800.0,20.0,16.0,0.2,116963.0619282379
11800.0,20.0,18.0,0.2,118601.66077626013
11800.0,20.0,20.0,0.2,119700.04643150032
11800.0,20.0,22.0,0.2,120436.31635448585
11800.0,20.0,24.0,0.2,120929.85284315616
12000.0,20.0,0.0,0.2,0.0
12000.0,20.0,2.0,0.2,40880.314291580726
12000.0,20.0,4.0,0.2,68283.20844946452
12000.0,20.0,6.0,0.2,86651.91772288695
12000.0,20.0,8.0,0.2,98964.83176866274
12000.0,20.0,10.0,0.2,107218.42487866002
12000.0,20.0,12.0,0.2,112750.97379211285
12000.0,20.0,14.0,0.2,116459.552234473
12000.0,20.0,16.0,0.2,118945.48670668263
12000.0,20.0,18.0,0.2,120611.85841653575
12000.0,20.0,20.0,0.2,121728.86077779694
12000.0,20.0,22.0,0.2,122477.60985201952
12000.0,20.0,24.0,0.2,122979.51136592153
12200.0,20.0,0.0,0.2,0.0
12200.0,20.0,2.0,0.2,41561.65286310707
12200.0,20.0,4.0,0.2,69421.26192362227
12200.0,20.0,6.0,0.2,88096.11635160173
12200.0,20.0,8.0,0.2,100614.24563147378
12200.0,20.0,10.0,0.2,109005.39862663769
12200.0,20.0,12.0,0.2,114630.15668864807
12200.0,20.0,14.0,0.2,118400.54477171421
12200.0,20.0,16.0,0.2,120927.91148512732
12200.0,20.0,18.0,0.2,122622.05605681133
12200.0,20.0,20.0,0.2,123757.67512409356
12200.0,20.0,22.0,0.2,124518.90334955318
12200.0,20.0,24.0,0.2,125029.16988868688
12400.0,20.0,0.0,0.2,0.0
12400.0,20.0,2.0,0.2,42242.99143463342
12400.0,20.0,4.0,0.2,70559.31539778001
12400.0,20.0,6.0,0.2,89540.31498031651
12400.0,20.0,8.0,0.2,102263.65949428483
12400.0,20.0,10.0,0.2,110792.37237461536
12400.0,20.0,12.0,0.2,116509.33958518329
12400.0,20.0,14.0,0.2,120341.53730895543
12400.0,20.0,16.0,0.2,122910.33626357204
12400.0,20.0,18.0,0.2,124632.25369708694
12400.0,20.0,20.0,0.2,125786.48947039018
12400.0,20.0,22.0,0.2,126560.19684708685
12400.0,20.0,24.0,0.2,127078.82841145225
12600.0,20.0,0.0,0.2,0.0
12600.0,20.0,2.0,0.2,42924.33000615976
12600.0,20.0,4.0,0.2,71697.36887193775
12600.0,20.0,6.0,0.2,90984.5136090313
12600.0,20.0,8.0,0.2,103913.07335709587
12600.0,20.0,10.0,0.2,112579.34612259302
12600.0,20.0,12.0,0.2,118388.5224817185
12600.0,20.0,14.0,0.2,122282.52984619664
12600.0,20.0,16.0,0.2,124892.76104201675
12600.0,20.0,18.0,0.2,126642.45133736252
12600.0,20.0,20.0,0.2,127815.30381668679
12600.0,20.0,22.0,0.2,128601.4903446205
12600.0,20.0,24.0,0.2,129128.4869342176
12800.0,20.0,0.0,0.2,0.0
12800.0,20.0,2.0,0.2,43605.668577686105
12800.0,20.0,4.0,0.2,72835.42234609548
12800.0,20.0,6.0,0.2,92428.71223774608
12800.0,20.0,8.0,0.2,105562.4872199069
12800.0,20.0,10.0,0.2,114366.31987057067
12800.0,20.0,12.0,0.2,120267.70537825371
12800.0,20.0,14.0,0.2,124223.52238343784
12800.0,20.0,16.0,0.2,126875.18582046145
12800.0,20.0,18.0,0.2,128652.6489776381
12800.0,20.0,20.0,0.2,129844.1181629834
12800.0,20.0,22.0,0.2,130642.78384215415
12800.0,20.0,24.0,0.2,131178.14545698295
13000.0,20.0,0.0,0.2,0.0
13000.0,20.0,2.0,0.2,44287.007149212455
13000.0,20.0,4.0,0.2,73973.47582025324
13000.0,20.0,6.0,0.2,93872.91086646086
13000.0,20.0,8.0,0.2,107211.90108271796
13000.0,20.0,10.0,0.2,116153.29361854836
13000.0,20.0,12.0,0.2,122146.88827478893
13000.0,20.0,14.0,0.2,126164.51492067907
13000.0,20.0,16.0,0.2,128857.61059890618
13000.0,20.0,18.0,0.2,130662.84661791372
13000.0,20.0,20.0,0.2,131872.93250928
13000.0,20.0,22.0,0.2,132684.07733968782
13000.0,20.0,24.0,0.2,133227.8039797483
13200.0,20.0,0.0,0.2,0.0
13200.0,20.0,2.0,0.2,44968.3457207388
13200.0,20.0,4.0,0.2,75111.52929441097
13200.0,20.0,6.0,0.2,95317.10949517564
13200.0,20.0,8.0,0.2,108861.314945529
13200.0,20.0,10.0,0.2,117940.26736652602
13200.0,20.0,12.0,0.2,124026.07117132413
13200.0,20.0,14.0,0.2,128105.50745792028
13200.0,20.0,16.0,0.2,130840.03537735087
13200.0,20.0,18.0,0.2,132673.0442581893
13200.0,20.0,20.0,0.2,133901.74685557664
13200.0,20.0,22.0,0.2,134725.37083722148
13200.0,20.0,24.0,0.2,135277.46250251366
13400.0,20.0,0.0,0.2,0.0
13400.0,20.0,2.0,0.2,45649.68429226514
13400.0,20.0,4.0,0.2,76249.58276856871
13400.0,20.0,6.0,0.2,96761.30812389043
13400.0,20.0,8.0,0.2,110510.72880834005
13400.0,20.0,10.0,0.2,119727.24111450369
13400.0,20.0,12.0,0.2,125905.25406785935
13400.0,20.0,14.0,0.2,130046.4999951615
13400.0,20.0,16.0,0.2,132822.4601557956
13400.0,20.0,18.0,0.2,134683.2418984649
13400.0,20.0,20.0,0.2,135930.56120187326
13400.0,20.0,22.0,0.2,136766.66433475513
13400.0,20.0,24.0,0.2,137327.12102527905
13600.0,20.0,0.0,0.2,0.0
13600.0,20.0,2.0,0.2,46331.02286379149
13600.0,20.0,4.0,0.2,77387.63624272645
13600.0,20.0,6.0,0.2,98205.5067526052
13600.0,20.0,8.0,0.2,112160.1426711511
13600.0,20.0,10.0,0.2,121514.21486248136
13600.0,20.0,12.0,0.2,127784.43696439457
13600.0,20.0,14.0,0.2,131987.4925324027
13600.0,20.0,16.0,0.2,134804.88493424028
13600.0,20.0,18.0,0.2,136693.4395387405
13600.0,20.0,20.0,0.2,137959.37554816986
13600.0,20.0,22.0,0.2,138807.95783228878
13600.0,20.0,24.0,0.2,139376.77954804437
13800.0,20.0,0.0,0.2,0.0
13800.0,20.0,2.0,0.2,47012.361435317835
13800.0,20.0,4.0,0.2,78525.6897168842
13800.0,20.0,6.0,0.2,99649.70538131999
13800.0,20.0,8.0,0.2,113809.55653396215
13800.0,20.0,10.0,0.2,123301.18861045902
13800.0,20.0,12.0,0.2,129663.61986092979
13800.0,20.0,14.0,0.2,133928.48506964394
13800.0,20.0,16.0,0.2,136787.309712685
13800.0,20.0,18.0,0.2,138703.6371790161
13800.0,20.0,20.0,0.2,139988.1898944665
13800.0,20.0,22.0,0.2,140849.25132982247
13800.0,20.0,24.0,0.2,141426.43807080976
14000.0,20.0,0.0,0.2,0.0
14000.0,20.0,2.0,0.2,47693.70000684418
14000.0,20.0,4.0,0.2,79663.74319104194
14000.0,20.0,6.0,0.2,101093.90401003478
14000.0,20.0,8.0,0.2,115458.97039677319
14000.0,20.0,10.0,0.2,125088.16235843669
14000.0,20.0,12.0,0.2,131542.802757465
14000.0,20.0,14.0,0.2,135869.47760688516
14000.0,20.0,16.0,0.2,138769.73449112973
14000.0,20.0,18.0,0.2,140713.8348192917
14000.0,20.0,20.0,0.2,142017.0042407631
14000.0,20.0,22.0,0.2,142890.54482735612
14000.0,20.0,24.0,0.2,143476.09659357512
14200.0,20.0,0.0,0.2,0.0
14200.0,20.0,2.0,0.2,48375.03857837053
14200.0,20.0,4.0,0.2,80801.79666519968
14200.0,20.0,6.0,0.2,102538.10263874957
14200.0,20.0,8.0,0.2,117108.38425958424
14200.0,20.0,10.0,0.2,126875.13610641436
14200.0,20.0,12.0,0.2,133421.98565400022
14200.0,20.0,14.0,0.2,137810.4701441264
14200.0,20.0,16.0,0.2,140752.15926957445
14200.0,20.0,18.0,0.2,142724.0324595673
14200.0,20.0,20.0,0.2,144045.81858705974
14200.0,20.0,22.0,0.2,144931.83832488977
14200.0,20.0,24.0,0.2,145525.75511634047
14400.0,20.0,0.0,0.2,0.0
14400.0,20.0,2.0,0.2,49056.37714989687
14400.0,20.0,4.0,0.2,81939.85013935743
14400.0,20.0,6.0,0.2,103982.30126746434
14400.0,20.0,8.0,0.2,118757.79812239528
14400.0,20.0,10.0,0.2,128662.10985439202
14400.0,20.0,12.0,0.2,135301.16855053543
14400.0,20.0,14.0,0.2,139751.4626813676
14400.0,20.0,16.0,0.2,142734.58404801914
14400.0,20.0,18.0,0.2,144734.23009984288
14400.0,20.0,20.0,0.2,146074.63293335633
14400.0,20.0,22.0,0.2,146973.13182242343
14400.0,20.0,24.0,0.2,147575.41363910583
14600.0,20.0,0.0,0.2,0.0
14600.0,20.0,2.0,0.2,49737.715721423214
14600.0,20.0,4.0,0.2,83077.90361351517
14600.0,20.0,6.0,0.2,105426.49989617911
14600.0,20.0,8.0,0.2,120407.21198520632
14600.0,20.0,10.0,0.2,130449.08360236969
14600.0,20.0,12.0,0.2,137180.35144707063
14600.0,20.0,14.0,0.2,141692.45521860878
14600.0,20.0,16.0,0.2,144717.00882646383
14600.0,20.0,18.0,0.2,146744.42774011847
14600.0,20.0,20.0,0.2,148103.44727965293
14600.0,20.0,22.0,0.2,149014.42531995708
14600.0,20.0,24.0,0.2,149625.07216187118
14800.0,20.0,0.0,0.2,0.0
14800.0,20.0,2.0,0.2,50419.05429294956
14800.0,20.0,4.0,0.2,84215.9570876729
14800.0,20.0,6.0,0.2,106870.69852489389
14800.0,20.0,8.0,0.2,122056.62584801736
14800.0,20.0,10.0,0.2,132236.05735034734
14800.0,20.0,12.0,0.2,139059.53434360583
14800.0,20.0,14.0,0.2,143633.44775585
14800.0,20.0,16.0,0.2,146699.43360490855
14800.0,20.0,18.0,0.2,148754.62538039405
14800.0,20.0,20.0,0.2,150132.26162594956
14800.0,20.0,22.0,0.2,151055.71881749074
14800.0,20.0,24.0,0.2,151674.73068463654
15000.0,20.0,0.0,0.2,0.0
15000.0,20.0,2.0,0.2,51100.39286447591
15000.0,20.0,4.0,0.2,85354.01056183066
15000.0,20.0,6.0,0.2,108314.89715360869
15000.0,20.0,8.0,0.2,123706.03971082842
15000.0,20.0,10.0,0.2,134023.03109832504
15000.0,20.0,12.0,0.2,140938.71724014106
15000.0,20.0,14.0,0.2,145574.44029309123
15000.0,20.0,16.0,0.2,148681.85838335328
15000.0,20.0,18.0,0.2,150764.8230206697
15000.0,20.0,20.0,0.2,152161.07597224618
15000.0,20.0,22.0,0.2,153097.01231502442
15000.0,20.0,24.0,0.2,153724.38920740192
15200.0,20.0,0.0,0.2,0.0
15200.0,20.0,2.0,0.2,51781.73143600225
15200.0,20.0,4.0,0.2,86492.0640359884
15200.0,20.0,6.0,0.2,109759.09578232348
15200.0,20.0,8.0,0.2,125355.45357363946
15200.0,20.0,10.0,0.2,135810.0048463027
15200.0,20.0,12.0,0.2,142817.9001366763
15200.0,20.0,14.0,0.2,147515.43283033246
15200.0,20.0,16.0,0.2,150664.283161798
15200.0,20.0,18.0,0.2,152775.02066094527
15200.0,20.0,20.0,0.2,154189.8903185428
15200.0,20.0,22.0,0.2,155138.30581255807
15200.0,20.0,24.0,0.2,155774.04773016728
15400.0,20.0,0.0,0.2,0.0
15400.0,20.0,2.0,0.2,52463.0700075286
15400.0,20.0,4.0,0.2,87630.11751014614
15400.0,20.0,6.0,0.2,111203.29441103825
15400.0,20.0,8.0,0.2,127004.86743645051
15400.0,20.0,10.0,0.2,137596.97859428034
15400.0,20.0,12.0,0.2,144697.0830332115
15400.0,20.0,14.0,0.2,149456.42536757365
15400.0,20.0,16.0,0.2,152646.7079402427
15400.0,20.0,18.0,0.2,154785.21830122086
15400.0,20.0,20.0,0.2,156218.7046648394
15400.0,20.0,22.0,0.2,157179.59931009173
15400.0,20.0,24.0,0.2,157823.7062529326
15600.0,20.0,0.0,0.2,0.0
15600.0,20.0,2.0,0.2,53144.40857905494
15600.0,20.0,4.0,0.2,88768.17098430387
15600.0,20.0,6.0,0.2,112647.49303975303
15600.0,20.0,8.0,0.2,128654.28129926155
15600.0,20.0,10.0,0.2,139383.952342258
15600.0,20.0,12.0,0.2,146576.2659297467
15600.0,20.0,14.0,0.2,151397.41790481488
15600.0,20.0,16.0,0.2,154629.13271868738
15600.0,20.0,18.0,0.2,156795.41594149644
15600.0,20.0,20.0,0.2,158247.51901113603
15600.0,20.0,22.0,0.2,159220.89280762538
15600.0,20.0,24.0,0.2,159873.36477569796
15800.0,20.0,0.0,0.2,0.0
15800.0,20.0,2.0,0.2,53825.747150581294
15800.0,20.0,4.0,0.2,89906.22445846163
15800.0,20.0,6.0,0.2,114091.69166846783
15800.0,20.0,8.0,0.2,130303.69516207262
15800.0,20.0,10.0,0.2,141170.9260902357
15800.0,20.0,12.0,0.2,148455.44882628194
15800.0,20.0,14.0,0.2,153338.4104420561
15800.0,20.0,16.0,0.2,156611.55749713213
15800.0,20.0,18.0,0.2,158805.61358177208
15800.0,20.0,20.0,0.2,160276.33335743265
15800.0,20.0,22.0,0.2,161262.18630515906
15800.0,20.0,24.0,0.2,161923.02329846335
16000.0,20.0,0.0,0.2,0.0
16000.0,20.0,2.0,0.2,54507.08572210764
16000.0,20.0,4.0,0.2,91044.27793261937
16000.0,20.0,6.0,0.2,115535.8902971826
16000.0,20.0,8.0,0.2,131953.10902488366
16000.0,20.0,10.0,0.2,142957.89983821337
16000.0,20.0,12.0,0.2,150334.63172281714
16000.0,20.0,14.0,0.2,155279.40297929733
16000.0,20.0,16.0,0.2,158593.98227557683
16000.0,20.0,18.0,0.2,160815.81122204766
16000.0,20.0,20.0,0.2,162305.14770372928
16000.0,20.0,22.0,0.2,163303.47980269272
16000.0,20.0,24.0,0.2,163972.6818212287
16200.0,20.0,0.0,0.2,0.0
16200.0,20.0,2.0,0.2,55188.42429363398
16200.0,20.0,4.0,0.2,92182.3314067771
16200.0,20.0,6.0,0.2,116980.08892589738
16200.0,20.0,8.0,0.2,133602.52288769468
16200.0,20.0,10.0,0.2,144744.87358619104
16200.0,20.0,12.0,0.2,152213.81461935234
16200.0,20.0,14.0,0.2,157220.39551653853
16200.0,20.0,16.0,0.2,160576.40705402155
16200.0,20.0,18.0,0.2,162826.00886232324
16200.0,20.0,20.0,0.2,164333.96205002588
16200.0,20.0,22.0,0.2,165344.77330022637
16200.0,20.0,24.0,0.2,166022.34034399406
16400.0,20.0,0.0,0.2,0.0
16400.0,20.0,2.0,0.2,55869.76286516032
16400.0,20.0,4.0,0.2,93320.38488093484
16400.0,20.0,6.0,0.2,118424.28755461216
16400.0,20.0,8.0,0.2,135251.93675050573
16400.0,20.0,10.0,0.2,146531.84733416868
16400.0,20.0,12.0,0.2,154092.99751588757
16400.0,20.0,14.0,0.2,159161.38805377975
16400.0,20.0,16.0,0.2,162558.83183246624
16400.0,20.0,18.0,0.2,164836.20650259883
16400.0,20.0,20.0,0.2,166362.77639632247
16400.0,20.0,22.0,0.2,167386.06679776
16400.0,20.0,24.0,0.2,168071.99886675942
16600.0,20.0,0.0,0.2,0.0
16600.0,20.0,2.0,0.2,56551.101436686666
16600.0,20.0,4.0,0.2,94458.43835509258
16600.0,20.0,6.0,0.2,119868.48618332694
16600.0,20.0,8.0,0.2,136901.35061331678
16600.0,20.0,10.0,0.2,148318.82108214634
16600.0,20.0,12.0,0.2,155972.18041242278
16600.0,20.0,14.0,0.2,161102.38059102095
16600.0,20.0,16.0,0.2,164541.25661091093
16600.0,20.0,18.0,0.2,166846.4041428744
16600.0,20.0,20.0,0.2,168391.5907426191
16600.0,20.0,22.0,0.2,169427.36029529365
16600.0,20.0,24.0,0.2,170121.65738952477
16800.0,20.0,0.0,0.2,0.0
16800.0,20.0,2.0,0.2,57232.440008213016
16800.0,20.0,4.0,0.2,95596.49182925034
16800.0,20.0,6.0,0.2,121312.68481204174
16800.0,20.0,8.0,0.2,138550.76447612784
16800.0,20.0,10.0,0.2,150105.79483012404
16800.0,20.0,12.0,0.2,157851.363308958
16800.0,20.0,14.0,0.2,163043.3731282622
16800.0,20.0,16.0,0.2,166523.68138935568
16800.0,20.0,18.0,0.2,168856.60178315005
16800.0,20.0,20.0,0.2,170420.40508891572
16800.0,20.0,22.0,0.2,171468.65379282733
16800.0,20.0,24.0,0.2,172171.31591229016
17000.0,20.0,0.0,0.2,0.0
17000.0,20.0,2.0,0.2,57913.77857973936
17000.0,20.0,4.0,0.2,96734.54530340807
17000.0,20.0,6.0,0.2,122756.88344075652
17000.0,20.0,8.0,0.2,140200.1783389389
17000.0,20.0,10.0,0.2,151892.7685781017
17000.0,20.0,12.0,0.2,159730.5462054932
17000.0,20.0,14.0,0.2,164984.3656655034
17000.0,20.0,16.0,0.2,168506.10616780038
17000.0,20.0,18.0,0.2,170866.79942342563
17000.0,20.0,20.0,0.2,172449.21943521235
17000.0,20.0,22.0,0.2,173509.947290361
17000.0,20.0,24.0,0.2,174220.97443505548
17200.0,20.0,0.0,0.2,0.0
17200.0,20.0,2.0,0.2,58595.11715126571
17200.0,20.0,4.0,0.2,97872.59877756581
17200.0,20.0,6.0,0.2,124201.08206947129
17200.0,20.0,8.0,0.2,141849.5922017499
17200.0,20.0,10.0,0.2,153679.74232607934
17200.0,20.0,12.0,0.2,161609.72910202842
17200.0,20.0,14.0,0.2,166925.35820274462
17200.0,20.0,16.0,0.2,170488.53094624507
17200.0,20.0,18.0,0.2,172876.99706370122
17200.0,20.0,20.0,0.2,174478.03378150894
17200.0,20.0,22.0,0.2,175551.24078789464
17200.0,20.0,24.0,0.2,176270.63295782084
17400.0,20.0,0.0,0.2,0.0
17400.0,20.0,2.0,0.2,59276.45572279205
17400.0,20.0,4.0,0.2,99010.65225172356
