ROS,fl_max,tsf,k,intensity
3400.0,20.0,0.0,0.2,0.0
3400.0,20.0,2.0,0.2,11582.755715947873
3400.0,20.0,4.0,0.2,19346.909060681613
3400.0,20.0,6.0,0.2,24551.3766881513
3400.0,20.0,8.0,0.2,28040.035667787775
3400.0,20.0,10.0,0.2,30378.55371562034
3400.0,20.0,12.0,0.2,31946.109241098642
3400.0,20.0,14.0,0.2,32996.87313310068
3400.0,20.0,16.0,0.2,33701.22123356007
3400.0,20.0,18.0,0.2,34173.359884685124
3400.0,20.0,20.0,0.2,34489.843887042465
3400.0,20.0,22.0,0.2,34701.989458072196
3400.0,20.0,24.0,0.2,34844.194887011094
3600.0,20.0,0.0,0.2,0.0
3600.0,20.0,2.0,0.2,12264.094287474218
3600.0,20.0,4.0,0.2,20484.962534839357
3600.0,20.0,6.0,0.2,25995.575316866085
3600.0,20.0,8.0,0.2,29689.44953059882
3600.0,20.0,10.0,0.2,32165.527463598006
3600.0,20.0,12.0,0.2,33825.292137633856
3600.0,20.0,14.0,0.2,34937.8656703419
3600.0,20.0,16.0,0.2,35683.646012004785
3600.0,20.0,18.0,0.2,36183.55752496072
3600.0,20.0,20.0,0.2,36518.65823333908
3600.0,20.0,22.0,0.2,36743.28295560586
3600.0,20.0,24.0,0.2,36893.85340977646
3800.0,20.0,0.0,0.2,0.0
3800.0,20.0,2.0,0.2,12945.432859000563
3800.0,20.0,4.0,0.2,21623.0160089971
3800.0,20.0,6.0,0.2,27439.77394558087
3800.0,20.0,8.0,0.2,31338.863393409865
3800.0,20.0,10.0,0.2,33952.501211575676
3800.0,20.0,12.0,0.2,35704.475034169074
3800.0,20.0,14.0,0.2,36878.858207583115
3800.0,20.0,16.0,0.2,37666.0707904495
3800.0,20.0,18.0,0.2,38193.75516523632
3800.0,20.0,20.0,0.2,38547.4725796357
3800.0,20.0,22.0,0.2,38784.57645313952
3800.0,20.0,24.0,0.2,38943.51193254182
4000.0,20.0,0.0,0.2,0.0
4000.0,20.0,2.0,0.2,13626.77143052691
4000.0,20.0,4.0,0.2,22761.069483154843
4000.0,20.0,6.0,0.2,28883.97257429565
4000.0,20.0,8.0,0.2,32988.277256220914
4000.0,20.0,10.0,0.2,35739.47495955334
4000.0,20.0,12.0,0.2,37583.657930704285
4000.0,20.0,14.0,0.2,38819.85074482433
4000.0,20.0,16.0,0.2,39648.49556889421
4000.0,20.0,18.0,0.2,40203.952805511915
4000.0,20.0,20.0,0.2,40576.28692593232
4000.0,20.0,22.0,0.2,40825.86995067318
4000.0,20.0,24.0,0.2,40993.170455307176
4200.0,20.0,0.0,0.2,0.0
4200.0,20.0,2.0,0.2,14308.110002053254
4200.0,20.0,4.0,0.2,23899.122957312586
4200.0,20.0,6.0,0.2,30328.171203010435
4200.0,20.0,8.0,0.2,34637.69111903196
4200.0,20.0,10.0,0.2,37526.44870753101
4200.0,20.0,12.0,0.2,39462.8408272395
4200.0,20.0,14.0,0.2,40760.84328206555
4200.0,20.0,16.0,0.2,41630.92034733892
4200.0,20.0,18.0,0.2,42214.15044578751
4200.0,20.0,20.0,0.2,42605.10127222893
4200.0,20.0,22.0,0.2,42867.16344820683
4200.0,20.0,24.0,0.2,43042.82897807254
4400.0,20.0,0.0,0.2,0.0
4400.0,20.0,2.0,0.2,14989.4485735796
4400.0,20.0,4.0,0.2,25037.176431470325
4400.0,20.0,6.0,0.2,31772.369831725216
4400.0,20.0,8.0,0.2,36287.104981843004
4400.0,20.0,10.0,0.2,39313.42245550868
4400.0,20.0,12.0,0.2,41342.02372377471
4400.0,20.0,14.0,0.2,42701.83581930677
4400.0,20.0,16.0,0.2,43613.34512578363
4400.0,20.0,18.0,0.2,44224.34808606311
4400.0,20.0,20.0,0.2,44633.91561852555
4400.0,20.0,22.0,0.2,44908.456945740494
4400.0,20.0,24.0,0.2,45092.487500837895
4600.0,20.0,0.0,0.2,0.0
4600.0,20.0,2.0,0.2,15670.787145105944
4600.0,20.0,4.0,0.2,26175.229905628064
4600.0,20.0,6.0,0.2,33216.568460439994
4600.0,20.0,8.0,0.2,37936.51884465405
4600.0,20.0,10.0,0.2,41100.396203486336
4600.0,20.0,12.0,0.2,43221.206620309924
4600.0,20.0,14.0,0.2,44642.82835654797
4600.0,20.0,16.0,0.2,45595.769904228335
4600.0,20.0,18.0,0.2,46234.54572633869
4600.0,20.0,20.0,0.2,46662.72996482216
4600.0,20.0,22.0,0.2,46949.75044327415
4600.0,20.0,24.0,0.2,47142.14602360324
4800.0,20.0,0.0,0.2,0.0
4800.0,20.0,2.0,0.2,16352.12571663229
4800.0,20.0,4.0,0.2,27313.283379785807
4800.0,20.0,6.0,0.2,34660.767089154775
4800.0,20.0,8.0,0.2,39585.932707465094
4800.0,20.0,10.0,0.2,42887.369951464
4800.0,20.0,12.0,0.2,45100.38951684514
4800.0,20.0,14.0,0.2,46583.82089378919
4800.0,20.0,16.0,0.2,47578.19468267304
4800.0,20.0,18.0,0.2,48244.74336661429
4800.0,20.0,20.0,0.2,48691.54431111878
4800.0,20.0,22.0,0.2,48991.04394080781
4800.0,20.0,24.0,0.2,49191.80454636861
5000.0,20.0,0.0,0.2,0.0
5000.0,20.0,2.0,0.2,17033.464288158637
5000.0,20.0,4.0,0.2,28451.33685394355
5000.0,20.0,6.0,0.2,36104.96571786956
5000.0,20.0,8.0,0.2,41235.34657027614
5000.0,20.0,10.0,0.2,44674.34369944167
5000.0,20.0,12.0,0.2,46979.57241338035
5000.0,20.0,14.0,0.2,48524.81343103041
5000.0,20.0,16.0,0.2,49560.619461117756
5000.0,20.0,18.0,0.2,50254.94100688989
5000.0,20.0,20.0,0.2,50720.35865741539
5000.0,20.0,22.0,0.2,51032.33743834146
5000.0,20.0,24.0,0.2,51241.46306913396
5200.0,20.0,0.0,0.2,0.0
5200.0,20.0,2.0,0.2,17714.80285968498
5200.0,20.0,4.0,0.2,29589.390328101294
5200.0,20.0,6.0,0.2,37549.164346584344
5200.0,20.0,8.0,0.2,42884.76043308718
5200.0,20.0,10.0,0.2,46461.317447419344
5200.0,20.0,12.0,0.2,48858.75530991557
5200.0,20.0,14.0,0.2,50465.80596827163
5200.0,20.0,16.0,0.2,51543.04423956246
5200.0,20.0,18.0,0.2,52265.138647165484
5200.0,20.0,20.0,0.2,52749.17300371201
5200.0,20.0,22.0,0.2,53073.630935875124
5200.0,20.0,24.0,0.2,53291.121591899326
5400.0,20.0,0.0,0.2,0.0
5400.0,20.0,2.0,0.2,18396.141431211327
5400.0,20.0,4.0,0.2,30727.443802259033
5400.0,20.0,6.0,0.2,38993.362975299126
5400.0,20.0,8.0,0.2,44534.17429589823
5400.0,20.0,10.0,0.2,48248.29119539701
5400.0,20.0,12.0,0.2,50737.93820645078
5400.0,20.0,14.0,0.2,52406.798505512845
5400.0,20.0,16.0,0.2,53525.46901800718
5400.0,20.0,18.0,0.2,54275.33628744108
5400.0,20.0,20.0,0.2,54777.987350008625
5400.0,20.0,22.0,0.2,55114.924433408785
5400.0,20.0,24.0,0.2,55340.78011466468
5600.0,20.0,0.0,0.2,0.0
5600.0,20.0,2.0,0.2,19077.480002737673
5600.0,20.0,4.0,0.2,31865.497276416776
5600.0,20.0,6.0,0.2,40437.561604013914
5600.0,20.0,8.0,0.2,46183.58815870927
5600.0,20.0,10.0,0.2,50035.26494337468
5600.0,20.0,12.0,0.2,52617.121102986
5600.0,20.0,14.0,0.2,54347.79104275406
5600.0,20.0,16.0,0.2,55507.89379645189
5600.0,20.0,18.0,0.2,56285.53392771668
5600.0,20.0,20.0,0.2,56806.80169630524
5600.0,20.0,22.0,0.2,57156.21793094245
5600.0,20.0,24.0,0.2,57390.438637430045
5800.0,20.0,0.0,0.2,0.0
5800.0,20.0,2.0,0.2,19758.818574264016
5800.0,20.0,4.0,0.2,33003.55075057452
5800.0,20.0,6.0,0.2,41881.760232728695
5800.0,20.0,8.0,0.2,47833.002021520326
5800.0,20.0,10.0,0.2,51822.238691352344
5800.0,20.0,12.0,0.2,54496.30399952122
5800.0,20.0,14.0,0.2,56288.78357999528
5800.0,20.0,16.0,0.2,57490.3185748966
5800.0,20.0,18.0,0.2,58295.731567992276
5800.0,20.0,20.0,0.2,58835.61604260186
5800.0,20.0,22.0,0.2,59197.51142847611
5800.0,20.0,24.0,0.2,59440.09716019541
6000.0,20.0,0.0,0.2,0.0
6000.0,20.0,2.0,0.2,20440.157145790363
6000.0,20.0,4.0,0.2,34141.60422473226
6000.0,20.0,6.0,0.2,43325.958861443476
6000.0,20.0,8.0,0.2,49482.41588433137
6000.0,20.0,10.0,0.2,53609.21243933001
6000.0,20.0,12.0,0.2,56375.48689605643
6000.0,20.0,14.0,0.2,58229.7761172365
6000.0,20.0,16.0,0.2,59472.74335334131
6000.0,20.0,18.0,0.2,60305.92920826787
6000.0,20.0,20.0,0.2,60864.43038889847
6000.0,20.0,22.0,0.2,61238.80492600976
6000.0,20.0,24.0,0.2,61489.755682960764
6200.0,20.0,0.0,0.2,0.0
6200.0,20.0,2.0,0.2,21121.49571731671
6200.0,20.0,4.0,0.2,35279.657698890005
6200.0,20.0,6.0,0.2,44770.15749015826
6200.0,20.0,8.0,0.2,51131.829747142416
6200.0,20.0,10.0,0.2,55396.18618730768
6200.0,20.0,12.0,0.2,58254.669792591645
6200.0,20.0,14.0,0.2,60170.76865447772
6200.0,20.0,16.0,0.2,61455.16813178602
6200.0,20.0,18.0,0.2,62316.12684854347
6200.0,20.0,20.0,0.2,62893.24473519509
6200.0,20.0,22.0,0.2,63280.09842354342
6200.0,20.0,24.0,0.2,63539.41420572613
6400.0,20.0,0.0,0.2,0.0
6400.0,20.0,2.0,0.2,21802.834288843052
6400.0,20.0,4.0,0.2,36417.71117304774
6400.0,20.0,6.0,0.2,46214.35611887304
6400.0,20.0,8.0,0.2,52781.24360995345
6400.0,20.0,10.0,0.2,57183.15993528534
6400.0,20.0,12.0,0.2,60133.852689126856
6400.0,20.0,14.0,0.2,62111.76119171892
6400.0,20.0,16.0,0.2,63437.59291023073
6400.0,20.0,18.0,0.2,64326.32448881905
6400.0,20.0,20.0,0.2,64922.0590814917
6400.0,20.0,22.0,0.2,65321.39192107708
6400.0,20.0,24.0,0.2,65589.07272849148
6600.0,20.0,0.0,0.2,0.0
6600.0,20.0,2.0,0.2,22484.1728603694
6600.0,20.0,4.0,0.2,37555.764647205484
6600.0,20.0,6.0,0.2,47658.55474758782
6600.0,20.0,8.0,0.2,54430.6574727645
6600.0,20.0,10.0,0.2,58970.13368326301
6600.0,20.0,12.0,0.2,62013.035585662066
6600.0,20.0,14.0,0.2,64052.75372896014
6600.0,20.0,16.0,0.2,65420.017688675434
6600.0,20.0,18.0,0.2,66336.52212909465
6600.0,20.0,20.0,0.2,66950.87342778832
6600.0,20.0,22.0,0.2,67362.68541861074
6600.0,20.0,24.0,0.2,67638.73125125683
6800.0,20.0,0.0,0.2,0.0
6800.0,20.0,2.0,0.2,23165.511431895746
6800.0,20.0,4.0,0.2,38693.81812136323
6800.0,20.0,6.0,0.2,49102.7533763026
6800.0,20.0,8.0,0.2,56080.07133557555
6800.0,20.0,10.0,0.2,60757.10743124068
6800.0,20.0,12.0,0.2,63892.218482197284
6800.0,20.0,14.0,0.2,65993.74626620136
6800.0,20.0,16.0,0.2,67402.44246712014
6800.0,20.0,18.0,0.2,68346.71976937025
6800.0,20.0,20.0,0.2,68979.68777408493
6800.0,20.0,22.0,0.2,69403.97891614439
6800.0,20.0,24.0,0.2,69688.38977402219
7000.0,20.0,0.0,0.2,0.0
7000.0,20.0,2.0,0.2,23846.85000342209
7000.0,20.0,4.0,0.2,39831.87159552097
7000.0,20.0,6.0,0.2,50546.95200501739
7000.0,20.0,8.0,0.2,57729.485198386596
7000.0,20.0,10.0,0.2,62544.081179218345
7000.0,20.0,12.0,0.2,65771.4013787325
7000.0,20.0,14.0,0.2,67934.73880344258
7000.0,20.0,16.0,0.2,69384.86724556486
7000.0,20.0,18.0,0.2,70356.91740964584
7000.0,20.0,20.0,0.2,71008.50212038156
7000.0,20.0,22.0,0.2,71445.27241367806
7000.0,20.0,24.0,0.2,71738.04829678756
7200.0,20.0,0.0,0.2,0.0
7200.0,20.0,2.0,0.2,24528.188574948435
7200.0,20.0,4.0,0.2,40969.92506967871
7200.0,20.0,6.0,0.2,51991.15063373217
7200.0,20.0,8.0,0.2,59378.89906119764
7200.0,20.0,10.0,0.2,64331.05492719601
7200.0,20.0,12.0,0.2,67650.58427526771
7200.0,20.0,14.0,0.2,69875.7313406838
7200.0,20.0,16.0,0.2,71367.29202400957
7200.0,20.0,18.0,0.2,72367.11504992144
7200.0,20.0,20.0,0.2,73037.31646667817
7200.0,20.0,22.0,0.2,73486.56591121171
7200.0,20.0,24.0,0.2,73787.70681955291
7400.0,20.0,0.0,0.2,0.0
7400.0,20.0,2.0,0.2,25209.52714647478
7400.0,20.0,4.0,0.2,42107.97854383645
7400.0,20.0,6.0,0.2,53435.34926244694
7400.0,20.0,8.0,0.2,61028.31292400868
7400.0,20.0,10.0,0.2,66118.02867517367
7400.0,20.0,12.0,0.2,69529.76717180292
7400.0,20.0,14.0,0.2,71816.723877925
7400.0,20.0,16.0,0.2,73349.71680245428
7400.0,20.0,18.0,0.2,74377.31269019702
7400.0,20.0,20.0,0.2,75066.13081297478
7400.0,20.0,22.0,0.2,75527.85940874537
7400.0,20.0,24.0,0.2,75837.36534231827
7600.0,20.0,0.0,0.2,0.0
7600.0,20.0,2.0,0.2,25890.865718001125
7600.0,20.0,4.0,0.2,43246.0320179942
7600.0,20.0,6.0,0.2,54879.54789116174
7600.0,20.0,8.0,0.2,62677.72678681973
7600.0,20.0,10.0,0.2,67905.00242315135
7600.0,20.0,12.0,0.2,71408.95006833815
7600.0,20.0,14.0,0.2,73757.71641516623
7600.0,20.0,16.0,0.2,75332.141580899
7600.0,20.0,18.0,0.2,76387.51033047264
7600.0,20.0,20.0,0.2,77094.9451592714
7600.0,20.0,22.0,0.2,77569.15290627904
7600.0,20.0,24.0,0.2,77887.02386508364
7800.0,20.0,0.0,0.2,0.0
7800.0,20.0,2.0,0.2,26572.20428952747
7800.0,20.0,4.0,0.2,44384.085492151935
7800.0,20.0,6.0,0.2,56323.74651987651
7800.0,20.0,8.0,0.2,64327.140649630775
7800.0,20.0,10.0,0.2,69691.976171129
7800.0,20.0,12.0,0.2,73288.13296487335
7800.0,20.0,14.0,0.2,75698.70895240744
7800.0,20.0,16.0,0.2,77314.56635934369
7800.0,20.0,18.0,0.2,78397.70797074822
7800.0,20.0,20.0,0.2,79123.75950556801
7800.0,20.0,22.0,0.2,79610.44640381269
7800.0,20.0,24.0,0.2,79936.68238784898
8000.0,20.0,0.0,0.2,0.0
8000.0,20.0,2.0,0.2,27253.54286105382
8000.0,20.0,4.0,0.2,45522.138966309685
8000.0,20.0,6.0,0.2,57767.9451485913
8000.0,20.0,8.0,0.2,65976.55451244183
8000.0,20.0,10.0,0.2,71478.94991910669
8000.0,20.0,12.0,0.2,75167.31586140857
8000.0,20.0,14.0,0.2,77639.70148964867
8000.0,20.0,16.0,0.2,79296.99113778841
8000.0,20.0,18.0,0.2,80407.90561102383
8000.0,20.0,20.0,0.2,81152.57385186464
8000.0,20.0,22.0,0.2,81651.73990134636
8000.0,20.0,24.0,0.2,81986.34091061435
8200.0,20.0,0.0,0.2,0.0
8200.0,20.0,2.0,0.2,27934.88143258016
8200.0,20.0,4.0,0.2,46660.19244046742
8200.0,20.0,6.0,0.2,59212.14377730608
8200.0,20.0,8.0,0.2,67625.96837525287
8200.0,20.0,10.0,0.2,73265.92366708434
8200.0,20.0,12.0,0.2,77046.49875794379
8200.0,20.0,14.0,0.2,79580.69402688988
8200.0,20.0,16.0,0.2,81279.41591623312
8200.0,20.0,18.0,0.2,82418.10325129941
8200.0,20.0,20.0,0.2,83181.38819816124
8200.0,20.0,22.0,0.2,83693.03339888
8200.0,20.0,24.0,0.2,84035.99943337971
8400.0,20.0,0.0,0.2,0.0
8400.0,20.0,2.0,0.2,28616.220004106508
8400.0,20.0,4.0,0.2,47798.24591462517
8400.0,20.0,6.0,0.2,60656.34240602087
8400.0,20.0,8.0,0.2,69275.38223806392
8400.0,20.0,10.0,0.2,75052.89741506202
8400.0,20.0,12.0,0.2,78925.681654479
8400.0,20.0,14.0,0.2,81521.6865641311
8400.0,20.0,16.0,0.2,83261.84069467784
8400.0,20.0,18.0,0.2,84428.30089157503
8400.0,20.0,20.0,0.2,85210.20254445786
8400.0,20.0,22.0,0.2,85734.32689641367
8400.0,20.0,24.0,0.2,86085.65795614508
8600.0,20.0,0.0,0.2,0.0
8600.0,20.0,2.0,0.2,29297.558575632855
8600.0,20.0,4.0,0.2,48936.29938878291
8600.0,20.0,6.0,0.2,62100.541034735645
8600.0,20.0,8.0,0.2,70924.79610087496
8600.0,20.0,10.0,0.2,76839.87116303967
8600.0,20.0,12.0,0.2,80804.86455101421
8600.0,20.0,14.0,0.2,83462.67910137231
8600.0,20.0,16.0,0.2,85244.26547312253
